Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
PL040A_F	Variable que indica si PL040A està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL040A está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL040A is complete, if it is missing or if it is not applicable in the record in question.				
PL040A_F				1	Variable completada	Variable completada	Variable completed
PL040A_F				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL040A_F				97	No hi consta	No consta	No answer
PL040B	Situació professional (feina principal actual)	Situación profesional (empleo principal actual)	Professional status (current main job)				
PL040B				1	Ocupador	Empleador	Employer
PL040B				2	Empresari sense assalariats o treballador independent	Empresario sin asalariados o trabajador independiente	Sole trader
PL040B				3	Assalariat	Asalariado	Employee
PL040B				4	Ajuda familiar	Ayuda familiar	Domestic help
PL040B_F	Variable que indica si PL040B està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL040B está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL040B is complete, if it is missing or if it is not applicable in the record in question.				
PL040B_F				1	Variable completada	Variable completada	Variable completed
PL040B_F				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL040B_F				97	No hi consta	No consta	No answer
PL051A	Ocupació de la feina principal actual. Es proporciona segons la classificació internacional (ISCO08).	Ocupación del empleo principal actual. Se proporciona según la clasificación internacional (ISCO08).	Occupation in current main job. Provided according to the international classification (ISCO08).				
PL051A_F	Variable que indica si PL051A està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL051A está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL051A is complete, if it is missing or if it is not applicable in the record in question.				
PL051A_F				1	Variable completada	Variable completada	Variable completed
PL051A_F				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL051A_F				97	No hi consta	No consta	No answer
PL051B	Ocupació de l'última feina principal. Es proporciona segons la classificació internacional (ISCO08).	Ocupación del último empleo principal. Se proporciona según la clasificación internacional (ISCO08).	Occupation in last main job. Provided according to the international classification (ISCO08).				
PL051B_F	Variable que indica si PL051B està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL051B está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL051B is complete, if it is missing or if it is not applicable in the record in question.				
PL051B_F				1	Variable completada	Variable completada	Variable completed
PL051B_F				96	N.A. (Si PL016 ≠ 1)	N.A. (Si PL016 ≠ 1)	N/A (If PL016 ≠ 1)
PL051B_F				97	No hi consta	No consta	No answer
PL060	Nombre d'hores treballades normalment per setmana a la feina principal	Número de horas trabajadas normalmente por semana en el trabajo principal	Number of hours worked normally per week in his/her main job				
PL060_F 	Variable que indica si PL060 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL060 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL060 is complete, if it is missing or if it is not applicable in the record in question.				
PL060_F 				1	Variable completada	Variable completada	Variable completed
PL060_F 				90	El nombre d'hores varia (fins i tot no és possible calcular una mitjana per a 4 setmanes)	El número de horas varía (incluso no es posible calcular una media para 4 semanas)	The number of hours varies (it is not even possible to calculate an average for 4 weeks)
PL060_F 				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL060_F 				97	No hi consta	No consta	No answer
PL073	Nombre de mesos en què va treballar com a assalariat a temps complet durant el període de referència de la renda	Número de meses en que trabajó como asalariado a tiempo completo durante el período de referencia de la renta	Number of months in which he/she worked as a full-time employee during the income reference period				
PL073_F	Variable que indica si PL073 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL073 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL073 is complete, if it is missing or if it is not applicable in the record in question.				
PL073_F				1	Variable completada	Variable completada	Variable completed
PL073_F				97	No hi consta	No consta	No answer
PL074	Nombre de mesos en què va treballar com a assalariat a temps parcial durant el període de referència de la renda	Número de meses en que trabajó como asalariado a tiempo parcial durante el período de referencia de la renta	Number of months in which he/she worked as a part-time employee during the income reference period				
PL074_F	Variable que indica si PL074 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL074 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL074 is complete, if it is missing or if it is not applicable in the record in question.				
PL074_F				1	Variable completada	Variable completada	Variable completed
PL074_F				97	No hi consta	No consta	No answer
PL075	Nombre de mesos que va treballar per compte propi a temps complet durant el període de referència de la renda	Número de meses en que trabajó por cuenta propia a tiempo completo durante el período de referencia de la renta	Number of months in which he/she was full-time self-employed during the income reference period				
PL075_F	Variable que indica si PL075 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL075 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL075 is complete, if it is missing or if it is not applicable in the record in question.				
PL075_F				1	Variable completada	Variable completada	Variable completed
PL075_F				97	No hi consta	No consta	No answer
PL076	Nombre de mesos que va treballar per compte propi a temps parcial durant el període de referència de la renda	Número de meses en que trabajó por cuenta propia a tiempo parcial durante el período de referencia de la renta	Number of months in which he/she was part-time self-employed during the income reference period				
PL076_F	Variable que indica si PL076 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL076 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL076 is complete, if it is missing or if it is not applicable in the record in question.				
PL076_F				1	Variable completada	Variable completada	Variable completed
PL076_F				97	No hi consta	No consta	No answer
PL080	Nombre de mesos en situació de desocupació durant el període de referència de la renda	Número de meses en situación de desempleo durante el período de referencia de la renta	Number of months unemployed during the income reference period				
PL080_F	Variable que indica si PL080 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL080 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL080 is complete, if it is missing or if it is not applicable in the record in question.				
PL080_F				1	Variable completada	Variable completada	Variable completed
PL080_F				97	No hi consta	No consta	No answer
PL085	Nombre de mesos jubilat durant el període de referència de la renda	Número de meses jubilado durante el período de referencia de la renta	Number of months retired during the income reference period				
PL085_F	Variable que indica si PL085 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL085 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL085 is complete, if it is missing or if it is not applicable in the record in question.				
PL085_F				1	Variable completada	Variable completada	Variable completed
PL085_F				97	No hi consta	No consta	No answer
PL086	Nombre de mesos com a incapacitat permanent per treballar durant el període de referència de la renda	Número de meses como incapacitado permanente para trabajar durante el periodo de referencia de la renta	Number of months of permanent occupational invalidity during the income reference period				
PL086_F	Variable que indica si PL086 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL086 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL086 is complete, if it is missing or if it is not applicable in the record in question.				
PL086_F				1	Variable completada	Variable completada	Variable completed
PL086_F				97	No hi consta	No consta	No answer
PL087	Nombre de mesos en què ha estudiat durant el període de referència de la renda	Número de meses en los que ha estudiado durante el período de referencia de la renta	Number of months he/she studied during the income reference period				
PL087_F	Variable que indica si PL087 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL087 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL087 is complete, if it is missing or if it is not applicable in the record in question.				
PL087_F				1	Variable completada	Variable completada	Variable completed
PL087_F				97	No hi consta	No consta	No answer
PL089	Nombre de mesos dedicat a les feines de la llar, cura de nens, etc. durant el període de referència de la renda	Número de meses dedicado a las labores del hogar, cuidado de niños, etc. durante el período de referencia de la renta	Number of months spent as a homemaker, taking care of children, etc. during the income reference period				
PL089_F	Variable que indica si PL089 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL089 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL089 is complete, if it is missing or if it is not applicable in the record in question.				
PL089_F				1	Variable completada	Variable completada	Variable completed
PL089_F				97	No hi consta	No consta	No answer
PL090	Nombre de mesos en una altra classe d'inactivitat econòmica durant el període de referència de la renda	Número de meses en otra clase de inactividad económica durante el período de referencia de la renta	Number of months in another class of economic inactivity during the income reference period				
PL090_F	Variable que indica si PL090 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL090 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL090 is complete, if it is missing or if it is not applicable in the record in question.				
PL090_F				1	Variable completada	Variable completada	Variable completed
PL090_F				97	No hi consta	No consta	No answer
PL100	Nombre total d'hores treballades normalment al segon lloc de treball, tercer, etc.	Número total de horas normalmente trabajadas en el segundo puesto de trabajo, tercero, etc.	Total number of hours normally worked in the second, third job, etc.				
PL100_F	Variable que indica si PL100 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL100 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL100 is complete, if it is missing or if it is not applicable in the record in question.				
PL100_F				1	Variable completada	Variable completada	Variable completed
PL100_F				96	No aplicable	No aplicable	No applicable
PL100_F				97	No hi consta	No consta	No answer
PL111AA	Activitat de l'establiment de què depèn (ocupació principal actual)	Actividad del establecimiento del que depende (empleo principal actual)	Activity of the establishment on which you depend (current main occupation)				
PL111AA				a	Agricultura, ramaderia, silvicultura i pesca	Agricultura, ganadería, silvicultura y pesca	Agriculture, livestock, forestry and fishing
PL111AA				b	Indústries extractives	Industrias extractivas	Extractive industries
PL111AA				c	Indústria manufacturera	Industria manufacturera	Manufacturing industry
PL111AA				d	Subministrament d'energia elèctrica, gas, etc.	Suministro de energía eléctrica, gas, etc. 	Electricity, gas, etc. supply.
PL111AA				e	Subministrament d'aigua. Gestió de residus	Suministro de agua. Gestión residuos	Water supply. Waste management
PL111AA				f	Construccó	Construcción	Construction
PL111AA				g	Comerç, reparació de vehicles de motor	Comercio, reparación de vehículos de motor	Trade, motor vehicle repair
PL111AA				h	Transport i emmagatzematge	Transporte y almacenamiento	Transport and storage
PL111AA				i	Hostaleria	Hostelería	Hospitality industry
PL111AA				j	Informació i comunicacions	Información y comunicaciones	Information and communications
PL111AA				k	Activitats financeres i d'assegurances	Actividades financieras y de seguros	Financial and insurance activities
PL111AA				l	Activitats immobiliàries	Actividades inmobiliarias	Real estate activities
PL111AA				m	Activitats professionals, científiques i tècniques	Actividades profesionales, científicas y técnicas	Professional, scientific and technical activities
PL111AA				n	Activitats administratives i serveis auxiliars	Actividades administrativas y servicios auxiliares 	Administrative activities and auxiliary services
PL111AA				o	Administració pública i defensa. Seguretat Social	Administración pública y defensa. Seguridad Social 	Public administration and defence. Social Security
PL111AA				p	Educació	Educación 	Education
PL111AA				q	Activitats sanitàries i de serveis socials	Actividades sanitarias y de servicios sociales 	Health and social services activities
PL111AA				r	Activitats artístiques, recreatives	Actividades artísticas, recreativas 	Artistic activities, recreational
PL111AA				s	Altres serveis	Otros servicios 	Other services
PL111AA				t	Llars com a ocupadors de personal domèstic	Hogares como empleadores de personal doméstico 	Households as employers of domestic staff
PL111AA				u	Organismes extraterritorials, no hi consta	Organismos extraterritoriales, no consta	Extraterritorial bodies, not recorded
PL111AA_F	Variable que indica si PL111AA està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL111AA está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL111AA is complete, if it is missing or if it is not applicable in the record in question.				
PL111AA_F				1	Variable completada	Variable completada	Variable completed
PL111AA_F				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL111AA_F				97	No hi consta	No consta	No answer
PL111BA	Activitat de l'establiment de què depenia (última ocupació principal)	Actividad del establecimiento del que dependía (último empleo principal)	Activity of the establishment on which you were dependent (last main job)				
PL111BA				a	Agricultura, ramaderia, silvicultura i pesca	Agricultura, ganadería, silvicultura y pesca	Agriculture, livestock, forestry and fishing
PL111BA				b	Indústries extractives	Industrias extractivas	Extractive industries
PL111BA				c	Indústria manufacturera	Industria manufacturera	Manufacturing industry
PL111BA				d	Subministrament d'energia elèctrica, gas, etc.	Suministro de energía eléctrica, gas, etc.	Electricity, gas, etc. supply.
PL111BA				e	Subministrament d'aigua. Gestió de residus	Suministro de agua. Gestión residuos	Water supply. Waste management
PL111BA				f	Construccó	Construcción	Construction
PL111BA				g	Comerç, reparació de vehicles de motor	Comercio, reparación de vehículos de motor	Trade, motor vehicle repair
PL111BA				h	Transport i emmagatzematge	Transporte y almacenamiento	Transport and storage
PL111BA				i	Hostaleria	Hostelería	Hospitality industry
PL111BA				j	Informació i comunicacions	Información y comunicaciones	Information and communications
PL111BA				k	Activitats financeres i d'assegurances	Actividades financieras y de seguros	Financial and insurance activities
PL111BA				l	Activitats immobiliàries	Actividades inmobiliarias	Real estate activities
PL111BA				m	Activitats professionals, científiques i tècniques	Actividades profesionales, científicas y técnicas	Professional, scientific and technical activities
PL111BA				n	Activitats administratives i serveis auxiliars	Actividades administrativas y servicios auxiliares	Administrative activities and auxiliary services
PL111BA				o	Administració pública i defensa. Seguretat Social	Administración pública y defensa. Seguridad Social	Public administration and defence. Social Security
PL111BA				p	Educació	Educación	Education
PL111BA				q	Activitats sanitàries i de serveis socials	Actividades sanitarias y de servicios sociales	Health and social services activities
PL111BA				r	Activitats artístiques, recreatives	Actividades artísticas, recreativas	Artistic activities, recreational
PL111BA				s	Altres serveis	Otros servicios	Other services
PL111BA				t	Llars com a ocupadors de personal domèstic	Hogares como empleadores de personal doméstico	Households as employers of domestic staff
