Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
HY023_F 				7	Desconeguda	Desconocida	Unknown
HY023_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY023_F 				1	Neta	Neta	Net
HY023_F 				5	Bruta	Bruta	Gross
HY023_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY023_F 				8	Desconeguda	Desconocida	Unknown
HY023_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY023_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY030N	Lloguer imputat (import en cèntims d'euro)	Alquiler imputado (importe en céntimos de euro)	Imputed rent (amount in euro cents)				
HY030N_F 	Variable que indica si HY030N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY030N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY030N is complete, if it is missing or if it is not applicable in the record in question.				
HY030N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY030N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY030N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY030N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY030N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY030N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY030N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY030N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY030N_F 				7	Desconeguda	Desconocida	Unknown
HY030N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY030N_F 				1	Neta	Neta	Net
HY030N_F 				5	Bruta	Bruta	Gross
HY030N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY030N_F 				8	Desconeguda	Desconocida	Unknown
HY030N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY030N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY040N	Renda neta procedent del lloguer d'una propietat o terreny l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta neta procedente del alquiler de una propiedad o terreno en el año anterior al de la encuesta (importe en céntimos de euro)	Net income from rental of a property or land in the year before the survey (amount in euro cents)				
HY040N_F 	Variable que indica si HY040N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY040N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY040N is complete, if it is missing or if it is not applicable in the record in question.				
HY040N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY040N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY040N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY040N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY040N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY040N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY040N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY040N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY040N_F 				7	Desconeguda	Desconocida	Unknown
HY040N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY040N_F 				1	Neta	Neta	Net
HY040N_F 				5	Bruta	Bruta	Gross
HY040N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY040N_F 				8	Desconeguda	Desconocida	Unknown
HY040N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY040N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY050N	Ajut per família/fills l'any anterior al de l'enquesta (import en cèntims d'euro)	Ayuda por familia/hijos en el año anterior al de la encuesta (importe en céntimos de euro)	Family/child benefit in the year before the survey (amount in euro cents)				
HY050N_F 	Variable que indica si HY050N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY050N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY050N is complete, if it is missing or if it is not applicable in the record in question.				
HY050N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY050N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY050N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY050N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY050N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY050N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY050N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY050N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY050N_F 				7	Desconeguda	Desconocida	Unknown
HY050N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY050N_F 				1	Neta	Neta	Net
HY050N_F 				5	Bruta	Bruta	Gross
HY050N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY050N_F 				8	Desconeguda	Desconocida	Unknown
HY050N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY050N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY060N	Ingressos per assistència social l'any anterior al de l'enquesta (import en cèntims d'euro)	Ingresos por asistencia social en el año anterior al de la encuesta (importe en céntimos de euro)	Income from social assistance in the year before the survey (amount in euro cents)				
HY060N_F 	Variable que indica si HY060N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY060N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY060N is complete, if it is missing or if it is not applicable in the record in question.				
HY060N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY060N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY060N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY060N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY060N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY060N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY060N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY060N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY060N_F 				7	Desconeguda	Desconocida	Unknown
HY060N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY060N_F 				1	Neta	Neta	Net
HY060N_F 				5	Bruta	Bruta	Gross
HY060N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY060N_F 				8	Desconeguda	Desconocida	Unknown
HY060N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY060N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY070N	Ajuda per a habitatge l'any anterior al de l'enquesta (import en cèntims d'euro)	Ayuda para vivienda en el año anterior al de la encuesta (importe en céntimos de euro)	Housing aid in the year before the survey (amount in euro cents)				
HY070N_F 	Variable que indica si HY070N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY070N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY070N is complete, if it is missing or if it is not applicable in the record in question.				
HY070N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY070N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY070N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY070N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY070N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY070N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY070N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY070N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY070N_F 				7	Desconeguda	Desconocida	Unknown
HY070N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY070N_F 				1	Neta	Neta	Net
HY070N_F 				5	Bruta	Bruta	Gross
HY070N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY070N_F 				8	Desconeguda	Desconocida	Unknown
HY070N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY070N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY080N	Transferències periòdiques monetàries percebudes d'altres llars l'any anterior al de l'enquesta (import en cèntims d'euro)	Transferencias periódicas monetarias percibidas de otros hogares en el año anterior al de la encuesta (importe en céntimos de euro)	Periodic monetary transfers received from other households in the year before the survey (amount in euro cents)				
HY080N_F 	Variable que indica si HY080N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY080N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY080N is complete, if it is missing or if it is not applicable in the record in question.				
HY080N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY080N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY080N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY080N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY080N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY080N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY080N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY080N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY080N_F 				7	Desconeguda	Desconocida	Unknown
HY080N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY080N_F 				1	Neta	Neta	Net
HY080N_F 				5	Bruta	Bruta	Gross
HY080N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY080N_F 				8	Desconeguda	Desconocida	Unknown
HY080N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY080N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY081N	Transferències periòdiques monetàries percebudes d'altres llars l'any anterior al de l'enquesta (pensions alimentàries a fills o compensatòries a cònjuges) (import en cèntims d'euro)	Transferencias periódicas monetarias percibidas de otros hogares en el año anterior al de la encuesta (pensiones alimenticias a hijos o compensatorias a cónyuges) (importe en céntimos de euro)	Periodic monetary transfers received from other households in the year before the survey (child maintenance or spousal support) (amount in euro cents)				
HY081N_F 	Variable que indica si HY081N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY081N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY081N is complete, if it is missing or if it is not applicable in the record in question.				
HY081N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY081N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY081N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY081N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY081N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY081N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY081N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY081N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY081N_F 				7	Desconeguda	Desconocida	Unknown
HY081N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY081N_F 				1	Neta	Neta	Net
HY081N_F 				5	Bruta	Bruta	Gross
HY081N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY081N_F 				8	Desconeguda	Desconocida	Unknown
HY081N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY081N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY090N	Interessos, dividends i guanys nets d'inversions de capital en empreses no constituïdes en societat l'any anterior al de l'enquesta (import en cèntims d'euro)	Intereses, dividendos y ganancias netos de inversiones de capital en empresas no constituidas en sociedad en el año anterior al de la encuesta (importe en céntimos de euro)	Interest, dividends and net income from capital investments in unincorporated companies in the year before the survey (amount in euro cents)				
HY090N_F 	Variable que indica si HY090N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY090N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY090N is complete, if it is missing or if it is not applicable in the record in question.				
HY090N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY090N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY090N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY090N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY090N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY090N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY090N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY090N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY090N_F 				7	Desconeguda	Desconocida	Unknown
HY090N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY090N_F 				1	Neta	Neta	Net
HY090N_F 				5	Bruta	Bruta	Gross
HY090N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY090N_F 				8	Desconeguda	Desconocida	Unknown
HY090N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY090N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
HY100N	Interessos pagats del préstec per a la compra de l'habitatge principal, l'any anterior al de l'enquesta (import en cèntims d'euro)	Intereses pagados del préstamo para la compra de la vivienda principal, en el año anterior al de la encuesta (importe en céntimos de euro)	Interest paid on the main household purchase loan in the year before the survey (amount in euro cents)				
HY100N_F 	Variable que indica si HY100N està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si HY100N está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if HY100N is complete, if it is missing or if it is not applicable in the record in question.				
HY100N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY100N_F 					PRIMER DÍGIT: Mètode d'imputació	PRIMER DÍGITO: Método de imputación	FIRST DIGIT: Imputation method
HY100N_F 				1	Qüestionari	Cuestionario	Questionnaire
HY100N_F 				2	Fonts administratives	Fuentes administrativas	Administrative sources
HY100N_F 				3	Imputació estadística	Imputación estadística	Statistical imputation
HY100N_F 				4	Conversió net/brut	Conversión neto/bruto	Net/gross conversion
HY100N_F 				5	Imputació estadística	Imputación estadística	Statistical imputation
HY100N_F 				6	Imputació estadística	Imputación estadística	Statistical imputation
HY100N_F 				7	Desconeguda	Desconocida	Unknown
HY100N_F 					SEGON DÍGIT: Neta/bruta (mode de recollida de dades)	SEGUNDO DÍGITO: Neta/Bruta (modo de recogida de datos)	SECOND DIGIT: Net/gross (data collection form)
HY100N_F 				1	Neta	Neta	Net
HY100N_F 				5	Bruta	Bruta	Gross
HY100N_F 				7	Neta i bruta (components recollits parcialment en net i parcialment en brut)	Neta y bruta (componentes recogidos parcialmente en neto y parcialmente en bruto)	Net and gross (components collected partially net and partially gross)
HY100N_F 				8	Desconeguda	Desconocida	Unknown
HY100N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x Valor recollit / Valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x Valor recogido / Valor registrado)	NEXT DIGITS: imputation factor (100 x Collected value / Registered value)
HY100N_F 					100 x Valor recollit / Valor registrat	100 x Valor recogido / Valor registrado	100 x Collected value / Registered value
