Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
HY040N	Renda neta procedent del lloguer d'una propietat o terreny l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta neta procedente del alquiler de una propiedad o terreno en el año anterior al de la encuesta (importe en céntimos de euro)	Net income from rental of a property or land in the year before the survey (amount in euro cents)				
HY040N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY040N_F 				97	No hi consta	No consta	No answer
HY040N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY040N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY040N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY040N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY040N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY040N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY040N_F 				4	Bruta	Bruta	Gross
HY040N_F 				5	Desconeguda	Desconocida	Unknown
HY040N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY040N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY040N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY040N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY040N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY040N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY040N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY040N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY050N	Ajut per família/fills l'any anterior al de l'enquesta (import en cèntims d'euro)	Ayuda por familia/hijos en el año anterior al de la encuesta (importe en céntimos de euro)	Family/child benefit in the year before the survey (amount in euro cents)				
HY050N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY050N_F 				97	No hi consta	No consta	No answer
HY050N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY050N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY050N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY050N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY050N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY050N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY050N_F 				4	Bruta	Bruta	Gross
HY050N_F 				5	Desconeguda	Desconocida	Unknown
HY050N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY050N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY050N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY050N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY050N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY050N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY050N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY050N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY060N	Ingressos per assistència social l'any anterior al de l'enquesta (import en cèntims d'euro)	Ingresos por asistencia social en el año anterior al de la encuesta (importe en céntimos de euro)	Income from social assistance in the year before the survey (amount in euro cents)				
HY060N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY060N_F 				97	No hi consta	No consta	No answer
HY060N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY060N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY060N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY060N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY060N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY060N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY060N_F 				4	Bruta	Bruta	Gross
HY060N_F 				5	Desconeguda	Desconocida	Unknown
HY060N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY060N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY060N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY060N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY060N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY060N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY060N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY060N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY070N	Ajuda per a habitatge l'any anterior al de l'enquesta (import en cèntims d'euro)	Ayuda para vivienda en el año anterior al de la encuesta (importe en céntimos de euro)	Housing aid in the year before the survey (amount in euro cents)				
HY070N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY070N_F 				97	No hi consta	No consta	No answer
HY070N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY070N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY070N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY070N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY070N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY070N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY070N_F 				4	Bruta	Bruta	Gross
HY070N_F 				5	Desconeguda	Desconocida	Unknown
HY070N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY070N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY070N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY070N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY070N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY070N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY070N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY070N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY080N	Transferències periòdiques monetàries percebudes d'altres llars l'any anterior al de l'enquesta (import en cèntims d'euro)	Transferencias periódicas monetarias percibidas de otros hogares en el año anterior al de la encuesta (importe en céntimos de euro)	Periodic monetary transfers received from other households in the year before the survey (amount in euro cents)				
HY080N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY080N_F 				97	No hi consta	No consta	No answer
HY080N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY080N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY080N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY080N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY080N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY080N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY080N_F 				4	Bruta	Bruta	Gross
HY080N_F 				5	Desconeguda	Desconocida	Unknown
HY080N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY080N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY080N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY080N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY080N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY080N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY080N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY080N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY081N	Transferències periòdiques monetàries percebudes d'altres llars l'any anterior al de l'enquesta (pensions alimentàries a fills o compensatòries a cònjuges) (import en cèntims d'euro)	Transferencias periódicas monetarias percibidas de otros hogares en el año anterior al de la encuesta (pensiones alimenticias a hijos o compensatorias a cónyuges) (importe en céntimos de euro)	Periodic monetary transfers received from other households in the year before the survey (child maintenance or spousal support) (amount in euro cents)				
HY081N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY081N_F 				97	No hi consta	No consta	No answer
HY081N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY081N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY081N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY081N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY081N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY081N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY081N_F 				4	Bruta	Bruta	Gross
HY081N_F 				5	Desconeguda	Desconocida	Unknown
HY081N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY081N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY081N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY081N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY081N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY081N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY081N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY081N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY090N	Interessos, dividends i guanys nets d'inversions de capital en empreses no constituïdes en societat l'any anterior al de l'enquesta (import en cèntims d'euro)	Intereses, dividendos y ganancias netos de inversiones de capital en empresas no constituidas en sociedad en el año anterior al de la encuesta (importe en céntimos de euro)	Interest, dividends and net income from capital investments in unincorporated companies in the year before the survey (amount in euro cents)				
HY090N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY090N_F 				97	No hi consta	No consta	No answer
HY090N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY090N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY090N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY090N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY090N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY090N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY090N_F 				4	Bruta	Bruta	Gross
HY090N_F 				5	Desconeguda	Desconocida	Unknown
HY090N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY090N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY090N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY090N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY090N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY090N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY090N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY090N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY100N	Interessos pagats del préstec per a la compra de l'habitatge principal, l'any anterior al de l'enquesta (import en cèntims d'euro)	Intereses pagados del préstamo para la compra de la vivienda principal, en el año anterior al de la encuesta (importe en céntimos de euro)	Interest paid on the main household purchase loan in the year before the survey (amount in euro cents)				
HY100N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY100N_F 				97	No hi consta	No consta	No answer
HY100N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
HY100N_F 					PRIMER DÍGIT: neta/bruta (mode de recollida de dades)	PRIMER DÍGITO: neta/bruta (modo de recogida de datos)	FIRST DIGIT: net/gross (data collection form)
HY100N_F 				0	Sense renda (sense dígits següents)	Sin renta (sin dígitos siguientes)	No income (no subsequent digits)
HY100N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY100N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY100N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY100N_F 				4	Bruta	Bruta	Gross
HY100N_F 				5	Desconeguda	Desconocida	Unknown
HY100N_F 					SEGON DÍGIT: Neta (mode en què apareixen al fitxer)	SEGUNDO DÍGITO: Neta (modo en el que figuran en el fichero)	SECOND DIGIT: Net (how he/she appears in the file)
HY100N_F 				1	Neta d'impostos sobre la renda en origen i cotitzacions socials	Neta de impuestos sobre la renta en origen y cotizaciones sociales	Net of income tax at source and social security contributions
HY100N_F 				2	Neta d'impostos sobre la renda en origen	Neta de impuestos sobre la renta en origen	Net of income tax at source
HY100N_F 				3	Neta de cotitzacions socials	Neta de cotizaciones sociales	Net of social security contributions
HY100N_F 				4	Desconeguda (només possible amb primer dígit = 5)	Desconocida (sólo posible con primer dígito = 5)	Unknown (only possible when first digit = 5)
HY100N_F 					TERCER DÍGIT: mètode d'imputació	TERCER DÍGITO: método de imputación	THIRD DIGIT: imputation method
HY100N_F 				2	Imputació estadística	Imputación estadística	Statistical imputation
HY100N_F 					DÍGITS SEGÜENTS: factor d'imputació (100 x valor recollit / valor registrat)	DÍGITOS SIGUIENTES: factor de imputación (100 x valor recogido / valor registrado)	NEXT DIGITS: imputation factor (100 x collected value / registered value)
HY110N	Renda neta percebuda pels menors de 16 anys l'any anterior al de l'enquesta (import en cèntims d'euro)	Renta neta percibida por los menores de 16 años en el año anterior al de la encuesta (importe en céntimos de euro)	Net income received by children under the age of 16 in the year before the survey (amount in euro cents)				
HY110N_F 				99	No emplenat: variable bruta emplenada	No cumplimentado: variable bruta cumplimentada	Not filled in: gross variable filled in
HY110N_F 				97	No hi consta	No consta	No answer
HY110N_F 					INDICADORS RENDA	INDICADORES RENTA	INCOME INDICATORS
