Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
PL111AA				m	Activitats professionals, científiques i tècniques	Actividades profesionales, científicas y técnicas	Professional, scientific and technical activities
PL111AA				n	Activitats administratives i serveis auxiliars	Actividades administrativas y servicios auxiliares 	Administrative activities and auxiliary services
PL111AA				o	Administració pública i defensa. Seguretat Social	Administración pública y defensa. Seguridad Social 	Public administration and defence. Social Security
PL111AA				p	Educació	Educación 	Education
PL111AA				q	Activitats sanitàries i de serveis socials	Actividades sanitarias y de servicios sociales 	Health and social services activities
PL111AA				r	Activitats artístiques, recreatives	Actividades artísticas, recreativas 	Artistic activities, recreational
PL111AA				s	Altres serveis	Otros servicios 	Other services
PL111AA				t	Llars com a ocupadors de personal domèstic	Hogares como empleadores de personal doméstico 	Households as employers of domestic staff
PL111AA				u	Organismes extraterritorials, no hi consta	Organismos extraterritoriales, no consta	Extraterritorial bodies, not recorded
PL111AA_F	Variable que indica si PL111AA està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL111AA está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL111AA is complete, if it is missing or if it is not applicable in the record in question.				
PL111AA_F				1	Variable completada	Variable completada	Variable completed
PL111AA_F				96	N.A. (Si PL032 ≠ 1)	N.A. (Si PL032 ≠ 1)	N/A (If PL032 ≠ 1)
PL111AA_F				97	No hi consta	No consta	No answer
PL111BA	Activitat de l'establiment de què depenia (última ocupació principal)	Actividad del establecimiento del que dependía (último empleo principal)	Activity of the establishment on which you were dependent (last main job)				
PL111BA				a	Agricultura, ramaderia, silvicultura i pesca	Agricultura, ganadería, silvicultura y pesca	Agriculture, livestock, forestry and fishing
PL111BA				b	Indústries extractives	Industrias extractivas	Extractive industries
PL111BA				c	Indústria manufacturera	Industria manufacturera	Manufacturing industry
PL111BA				d	Subministrament d'energia elèctrica, gas, etc.	Suministro de energía eléctrica, gas, etc.	Electricity, gas, etc. supply.
PL111BA				e	Subministrament d'aigua. Gestió de residus	Suministro de agua. Gestión residuos	Water supply. Waste management
PL111BA				f	Construccó	Construcción	Construction
PL111BA				g	Comerç, reparació de vehicles de motor	Comercio, reparación de vehículos de motor	Trade, motor vehicle repair
PL111BA				h	Transport i emmagatzematge	Transporte y almacenamiento	Transport and storage
PL111BA				i	Hostaleria	Hostelería	Hospitality industry
PL111BA				j	Informació i comunicacions	Información y comunicaciones	Information and communications
PL111BA				k	Activitats financeres i d'assegurances	Actividades financieras y de seguros	Financial and insurance activities
PL111BA				l	Activitats immobiliàries	Actividades inmobiliarias	Real estate activities
PL111BA				m	Activitats professionals, científiques i tècniques	Actividades profesionales, científicas y técnicas	Professional, scientific and technical activities
PL111BA				n	Activitats administratives i serveis auxiliars	Actividades administrativas y servicios auxiliares	Administrative activities and auxiliary services
PL111BA				o	Administració pública i defensa. Seguretat Social	Administración pública y defensa. Seguridad Social	Public administration and defence. Social Security
PL111BA				p	Educació	Educación	Education
PL111BA				q	Activitats sanitàries i de serveis socials	Actividades sanitarias y de servicios sociales	Health and social services activities
PL111BA				r	Activitats artístiques, recreatives	Actividades artísticas, recreativas	Artistic activities, recreational
PL111BA				s	Altres serveis	Otros servicios	Other services
PL111BA				t	Llars com a ocupadors de personal domèstic	Hogares como empleadores de personal doméstico	Households as employers of domestic staff
PL111BA				u	Organismes extraterritorials, no hi consta	Organismos extraterritoriales, no consta	Extraterritorial bodies, not recorded
PL111BA_F	Variable que indica si PL111BA està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL111BA está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL111BA is complete, if it is missing or if it is not applicable in the record in question.				
PL111BA_F				1	Variable completada	Variable completada	Variable completed
PL111BA_F				96	N.A.	N.A.	N/A
PL111BA_F				97	No hi consta	No consta	No answer
PL141	Tipus de contracte (durada)	Tipo de contrato (duración)	Type of contract (duration)				
PL141				11	Contracte escrit temporal de durada determinada	Contrato escrito temporal de duración determinada	Temporary fixed-term written contract
PL141				12	Contracte verbal temporal de durada determinada	Contrato verbal temporal de duración determinada	Temporary fixed-term verbal contract
PL141				21	Contracte escrit fix de durada indefinida	Contrato escrito fijo de duración indefinida	Permanent written contract of indefinite duration
PL141				22	Contracte verbal fix de durada indefinida	Contrato verbal fijo de duración indefinida	Permanent verbal contract of indefinite duration
PL141_F	Variable que indica si PL141 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL141 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL141 is complete, if it is missing or if it is not applicable in the record in question.				
PL141_F				1	Variable completada	Variable completada	Variable completed
PL141_F				96	N.A. (Si PL040A ≠ 3)	N.A. (Si PL040A ≠ 3)	N/A (If PL040A ≠ 3)
PL141_F				97	No hi consta	No consta	No answer
PL150	Supervisa/supervisava o coordina/coordinava la feina d'algun empleat de l'empresa o organisme on treballa/treballava?	¿Supervisa/supervisaba o coordina/coordinaba el trabajo de algún empleado de la empresa u organismo en el que trabaja/trabajaba?	Do or did you supervise or do or did you coordinate the work of any employee of the company or organisation where you work/worked?				
PL150				1	Sí	Sí	Yes
PL150				2	No	No	No
PL150_F	Variable que indica si PL150 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL150 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL150 is complete, if it is missing or if it is not applicable in the record in question.				
PL150_F				1	Variable completada	Variable completada	Variable completed
PL150_F				96	N.A. (Si PL040A ≠ 3)	N.A. (Si PL040A ≠ 3)	N/A (If PL040A ≠ 3)
PL150_F				97	No hi consta	No consta	No answer
PL200	Nombre d'anys passats a la feina remunerada	Número de años pasados en trabajo remunerado	Number of years spent in paid work				
PL200_F	Variable que indica si PL200 està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL200 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL200 is complete, if it is missing or if it is not applicable in the record in question.				
PL200_F				1	Variable completada	Variable completada	Variable completed
PL200_F				96	N.A. (no ha treballat mai)	N.A. (no ha trabajado nunca)	N/A (never worked)
PL200_F				97	No hi consta	No consta	No answer
PL211A	Activitat principal a gener	Actividad principal en Enero	Main activity in January				
PL211A				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211A				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211A				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211A				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211A				5	Aturat	Parado	Unemployed
PL211A				6	Estudiant, escolar o en formació	Estudiante, escolar o en formación	Student, school pupil or trainee
PL211A				7	Jubilat o retirat	Jubilado o retirado	Retired
PL211A				8	Incapacitat permanent per treballar	Incapacitado permanente para trabajar	Permanent incapacity to work
PL211A				10	Dedicat a les feines de la llar, cura de nens, etc.	Dedicado a las labores del hogar, cuidado de niños, etc.	Dedicated to homemaking, caring for children, etc.
PL211A				11	Un altre tipus d'inactivitat econòmica	Otro tipo de inactividad económica	Other type of economic inactivity
PL211A_F	Variable que indica si PL211A està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL211A está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL211A is complete, if it is missing or if it is not applicable in the record in question.				
PL211A_F				1	Variable completada	Variable completada	Variable completed
PL211A_F				97	No hi consta	No consta	No answer
PL211B	Activitat principal a febrer	Actividad principal en Febrero	Main activity in February				
PL211B				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211B				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211B				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211B				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211B				5	Aturat	Parado	Unemployed
PL211B				6	Estudiant, escolar o en formació	Estudiante, escolar o en formación	Student, school pupil or trainee
PL211B				7	Jubilat o retirat	Jubilado o retirado	Retired
PL211B				8	Incapacitat permanent per treballar	Incapacitado permanente para trabajar	Permanent incapacity to work
PL211B				10	Dedicat a les feines de la llar, cura de nens, etc.	Dedicado a las labores del hogar, cuidado de niños, etc.	Dedicated to homemaking, caring for children, etc.
PL211B				11	Un altre tipus d'inactivitat econòmica	Otro tipo de inactividad económica	Other type of economic inactivity
PL211B_F	Variable que indica si PL211B està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL211B está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL211B is complete, if it is missing or if it is not applicable in the record in question.				
PL211B_F				1	Variable completada	Variable completada	Variable completed
PL211B_F				97	No hi consta	No consta	No answer
PL211C	Activitat principal a març	Actividad principal en Marzo	Main activity in March				
PL211C				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211C				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211C				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211C				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211C				5	Aturat	Parado	Unemployed
PL211C				6	Estudiant, escolar o en formació	Estudiante, escolar o en formación	Student, school pupil or trainee
PL211C				7	Jubilat o retirat	Jubilado o retirado	Retired
PL211C				8	Incapacitat permanent per treballar	Incapacitado permanente para trabajar	Permanent incapacity to work
PL211C				10	Dedicat a les feines de la llar, cura de nens, etc.	Dedicado a las labores del hogar, cuidado de niños, etc.	Dedicated to homemaking, caring for children, etc.
PL211C				11	Un altre tipus d'inactivitat econòmica	Otro tipo de inactividad económica	Other type of economic inactivity
PL211C_F	Variable que indica si PL211C està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL211C está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL211C is complete, if it is missing or if it is not applicable in the record in question.				
PL211C_F				1	Variable completada	Variable completada	Variable completed
PL211C_F				97	No hi consta	No consta	No answer
PL211D	Activitat principal a abril	Actividad principal en Abril	Main activity in April				
PL211D				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211D				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211D				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211D				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211D				5	Aturat	Parado	Unemployed
PL211D				6	Estudiant, escolar o en formació	Estudiante, escolar o en formación	Student, school pupil or trainee
PL211D				7	Jubilat o retirat	Jubilado o retirado	Retired
PL211D				8	Incapacitat permanent per treballar	Incapacitado permanente para trabajar	Permanent incapacity to work
PL211D				10	Dedicat a les feines de la llar, cura de nens, etc.	Dedicado a las labores del hogar, cuidado de niños, etc.	Dedicated to homemaking, caring for children, etc.
PL211D				11	Un altre tipus d'inactivitat econòmica	Otro tipo de inactividad económica	Other type of economic inactivity
PL211D_F	Variable que indica si PL211D està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL211D está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL211D is complete, if it is missing or if it is not applicable in the record in question.				
PL211D_F				1	Variable completada	Variable completada	Variable completed
PL211D_F				97	No hi consta	No consta	No answer
PL211E	Activitat principal a maig	Actividad principal en Mayo	Main activity in May				
PL211E				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211E				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211E				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211E				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211E				5	Aturat	Parado	Unemployed
PL211E				6	Estudiant, escolar o en formació	Estudiante, escolar o en formación	Student, school pupil or trainee
PL211E				7	Jubilat o retirat	Jubilado o retirado	Retired
PL211E				8	Incapacitat permanent per treballar	Incapacitado permanente para trabajar	Permanent incapacity to work
PL211E				10	Dedicat a les feines de la llar, cura de nens, etc.	Dedicado a las labores del hogar, cuidado de niños, etc.	Dedicated to homemaking, caring for children, etc.
PL211E				11	Un altre tipus d'inactivitat econòmica	Otro tipo de inactividad económica	Other type of economic inactivity
PL211E_F	Variable que indica si PL211E està completa, si falta o si no és aplicable al registre en qüestió.	Variable que indica si PL211E está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL211E is complete, if it is missing or if it is not applicable in the record in question.				
PL211E_F				1	Variable completada	Variable completada	Variable completed
PL211E_F				97	No hi consta	No consta	No answer
PL211F	Activitat principal a juny	Actividad principal en Junio	Main activity in June				
PL211F				1	Assalariat (temps complet)	Asalariado (tiempo completo)	Employee (full-time)
PL211F				2	Assalariat (temps parcial)	Asalariado (tiempo parcial)	Employee (part-time)
PL211F				3	Treballador per compte propi (temps complet)	Trabajador por cuenta propia (tiempo completo)	Self-employed worker (full time)
PL211F				4	Treballador per compte propi (temps parcial)	Trabajador por cuenta propia (tiempo parcial)	Self-employed worker (part-time)
PL211F				5	Aturat	Parado	Unemployed
