trimestre,comarques i Aran,concepte,sexe,estat,valor
T2/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T2/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Aran,ingressos hospitalaris,homes,,4
T2/2020,Aran,ingressos hospitalaris,dones,,1
T2/2020,Aran,ingressos hospitalaris,total,,5
T2/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T2/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T2/2020,Bages,ingressos hospitalaris,homes,,14
T2/2020,Bages,ingressos hospitalaris,dones,,27
T2/2020,Bages,ingressos hospitalaris,total,,41
T2/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Baix Camp,ingressos hospitalaris,homes,,11
T2/2020,Baix Camp,ingressos hospitalaris,dones,,8
T2/2020,Baix Camp,ingressos hospitalaris,total,,19
T2/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Baix Ebre,ingressos hospitalaris,homes,,1
T2/2020,Baix Ebre,ingressos hospitalaris,dones,,1
T2/2020,Baix Ebre,ingressos hospitalaris,total,,2
T2/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,0.0
T2/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,0.0
T2/2020,Baix Empordà,ingressos hospitalaris,homes,,22
T2/2020,Baix Empordà,ingressos hospitalaris,dones,,12
T2/2020,Baix Empordà,ingressos hospitalaris,total,,34
T2/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Baix Llobregat,ingressos hospitalaris,homes,,207
T2/2020,Baix Llobregat,ingressos hospitalaris,dones,,218
T2/2020,Baix Llobregat,ingressos hospitalaris,total,,425
T2/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T2/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,dones,,0.5
T2/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T2/2020,Baix Penedès,ingressos hospitalaris,homes,,8
T2/2020,Baix Penedès,ingressos hospitalaris,dones,,7
T2/2020,Baix Penedès,ingressos hospitalaris,total,,15
T2/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Barcelonès,ingressos hospitalaris,homes,,380
T2/2020,Barcelonès,ingressos hospitalaris,dones,,336
T2/2020,Barcelonès,ingressos hospitalaris,total,,716
T2/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Berguedà,ingressos hospitalaris,homes,,6
T2/2020,Berguedà,ingressos hospitalaris,dones,,7
T2/2020,Berguedà,ingressos hospitalaris,total,,13
T2/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T2/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Cerdanya,ingressos hospitalaris,homes,,5
T2/2020,Cerdanya,ingressos hospitalaris,dones,,3
T2/2020,Cerdanya,ingressos hospitalaris,total,,8
T2/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T2/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Conca de Barberà,ingressos hospitalaris,homes,,2
T2/2020,Conca de Barberà,ingressos hospitalaris,dones,,3
T2/2020,Conca de Barberà,ingressos hospitalaris,total,,5
T2/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Garraf,ingressos hospitalaris,homes,,11
T2/2020,Garraf,ingressos hospitalaris,dones,,13
T2/2020,Garraf,ingressos hospitalaris,total,,24
T2/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Garrigues,ingressos hospitalaris,homes,,2
T2/2020,Garrigues,ingressos hospitalaris,dones,,1
T2/2020,Garrigues,ingressos hospitalaris,total,,3
T2/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Garrotxa,ingressos hospitalaris,homes,,12
T2/2020,Garrotxa,ingressos hospitalaris,dones,,7
T2/2020,Garrotxa,ingressos hospitalaris,total,,19
T2/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T2/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Gironès,ingressos hospitalaris,homes,,20
T2/2020,Gironès,ingressos hospitalaris,dones,,40
T2/2020,Gironès,ingressos hospitalaris,total,,60
T2/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T2/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Maresme,ingressos hospitalaris,homes,,55
T2/2020,Maresme,ingressos hospitalaris,dones,,68
T2/2020,Maresme,ingressos hospitalaris,total,,123
T2/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Maresme,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Moianès,ingressos hospitalaris,homes,,2
T2/2020,Moianès,ingressos hospitalaris,dones,,2
T2/2020,Moianès,ingressos hospitalaris,total,,4
T2/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Moianès,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Montsià,ingressos hospitalaris,homes,,3
T2/2020,Montsià,ingressos hospitalaris,dones,,4
T2/2020,Montsià,ingressos hospitalaris,total,,7
T2/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Montsià,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Noguera,ingressos hospitalaris,homes,,0
T2/2020,Noguera,ingressos hospitalaris,dones,,2
T2/2020,Noguera,ingressos hospitalaris,total,,2
T2/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,homes,,0.0
T2/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Noguera,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Osona,ingressos hospitalaris,homes,,28
T2/2020,Osona,ingressos hospitalaris,dones,,31
T2/2020,Osona,ingressos hospitalaris,total,,59
T2/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T2/2020,Osona,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Pallars Jussà,ingressos hospitalaris,homes,,1
T2/2020,Pallars Jussà,ingressos hospitalaris,dones,,1
T2/2020,Pallars Jussà,ingressos hospitalaris,total,,2
T2/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Pallars Jussà,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Pallars Sobirà,ingressos hospitalaris,homes,,1
T2/2020,Pallars Sobirà,ingressos hospitalaris,dones,,0
T2/2020,Pallars Sobirà,ingressos hospitalaris,total,,1
T2/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Pallars Sobirà,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Pla d'Urgell,ingressos hospitalaris,homes,,6
T2/2020,Pla d'Urgell,ingressos hospitalaris,dones,,2
T2/2020,Pla d'Urgell,ingressos hospitalaris,total,,8
T2/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Pla d'Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Pla de l'Estany,ingressos hospitalaris,homes,,13
T2/2020,Pla de l'Estany,ingressos hospitalaris,dones,,0
T2/2020,Pla de l'Estany,ingressos hospitalaris,total,,13
T2/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T2/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Pla de l'Estany,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Priorat,ingressos hospitalaris,homes,,0
T2/2020,Priorat,ingressos hospitalaris,dones,,1
T2/2020,Priorat,ingressos hospitalaris,total,,1
T2/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,homes,,0.0
T2/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Priorat,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Ribera d'Ebre,ingressos hospitalaris,homes,,1
T2/2020,Ribera d'Ebre,ingressos hospitalaris,dones,,0
T2/2020,Ribera d'Ebre,ingressos hospitalaris,total,,1
T2/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Ribera d'Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,0.0
T2/2020,Ripollès,ingressos hospitalaris,homes,,6
T2/2020,Ripollès,ingressos hospitalaris,dones,,2
T2/2020,Ripollès,ingressos hospitalaris,total,,8
T2/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T2/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Ripollès,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Segarra,ingressos hospitalaris,homes,,11
T2/2020,Segarra,ingressos hospitalaris,dones,,10
T2/2020,Segarra,ingressos hospitalaris,total,,21
T2/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T2/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,dones,,0.9
T2/2020,Segarra,ingressos hospitalaris per cada 1.000 habitants,total,,0.9
T2/2020,Segrià,ingressos hospitalaris,homes,,42
T2/2020,Segrià,ingressos hospitalaris,dones,,36
T2/2020,Segrià,ingressos hospitalaris,total,,78
T2/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T2/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Segrià,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Selva,ingressos hospitalaris,homes,,32
T2/2020,Selva,ingressos hospitalaris,dones,,24
T2/2020,Selva,ingressos hospitalaris,total,,56
T2/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T2/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Selva,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T2/2020,Solsonès,ingressos hospitalaris,homes,,1
T2/2020,Solsonès,ingressos hospitalaris,dones,,0
T2/2020,Solsonès,ingressos hospitalaris,total,,1
T2/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Solsonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Tarragonès,ingressos hospitalaris,homes,,11
T2/2020,Tarragonès,ingressos hospitalaris,dones,,7
T2/2020,Tarragonès,ingressos hospitalaris,total,,18
T2/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.1
T2/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T2/2020,Tarragonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.1
T2/2020,Terra Alta,ingressos hospitalaris,homes,,0
T2/2020,Terra Alta,ingressos hospitalaris,dones,,0
T2/2020,Terra Alta,ingressos hospitalaris,total,,0
T2/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,homes,,0.0
T2/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T2/2020,Terra Alta,ingressos hospitalaris per cada 1.000 habitants,total,,0.0
T2/2020,Urgell,ingressos hospitalaris,homes,,7
T2/2020,Urgell,ingressos hospitalaris,dones,,6
T2/2020,Urgell,ingressos hospitalaris,total,,13
T2/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T2/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T2/2020,Vallès Occidental,ingressos hospitalaris,homes,,110
T2/2020,Vallès Occidental,ingressos hospitalaris,dones,,91
T2/2020,Vallès Occidental,ingressos hospitalaris,total,,201
T2/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,homes,,0.2
T2/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T2/2020,Vallès Occidental,ingressos hospitalaris per cada 1.000 habitants,total,,0.2
T2/2020,Vallès Oriental,ingressos hospitalaris,homes,,135
T2/2020,Vallès Oriental,ingressos hospitalaris,dones,,92
T2/2020,Vallès Oriental,ingressos hospitalaris,total,,227
T2/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,homes,,0.7
T2/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T2/2020,Vallès Oriental,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T2/2020,Catalunya,ingressos hospitalaris,homes,,1228
T2/2020,Catalunya,ingressos hospitalaris,dones,,1107
T2/2020,Catalunya,ingressos hospitalaris,total,,2439
T2/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,homes,,0.3
T2/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T2/2020,Catalunya,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Alt Camp,ingressos hospitalaris,homes,,10
T3/2020,Alt Camp,ingressos hospitalaris,dones,,2
T3/2020,Alt Camp,ingressos hospitalaris,total,,12
T3/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T3/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,dones,,0.1
T3/2020,Alt Camp,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Alt Empordà,ingressos hospitalaris,homes,,53
T3/2020,Alt Empordà,ingressos hospitalaris,dones,,39
T3/2020,Alt Empordà,ingressos hospitalaris,total,,92
T3/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T3/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.6
T3/2020,Alt Empordà,ingressos hospitalaris per cada 1.000 habitants,total,,0.7
T3/2020,Alt Penedès,ingressos hospitalaris,homes,,26
T3/2020,Alt Penedès,ingressos hospitalaris,dones,,20
T3/2020,Alt Penedès,ingressos hospitalaris,total,,46
T3/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Alt Penedès,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Alt Urgell,ingressos hospitalaris,homes,,14
T3/2020,Alt Urgell,ingressos hospitalaris,dones,,6
T3/2020,Alt Urgell,ingressos hospitalaris,total,,20
T3/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,homes,,1.4
T3/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,dones,,0.6
T3/2020,Alt Urgell,ingressos hospitalaris per cada 1.000 habitants,total,,1.0
T3/2020,Alta Ribagorça,ingressos hospitalaris,homes,,1
T3/2020,Alta Ribagorça,ingressos hospitalaris,dones,,0
T3/2020,Alta Ribagorça,ingressos hospitalaris,total,,1
T3/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,dones,,0.0
T3/2020,Alta Ribagorça,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Anoia,ingressos hospitalaris,homes,,29
T3/2020,Anoia,ingressos hospitalaris,dones,,22
T3/2020,Anoia,ingressos hospitalaris,total,,51
T3/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Anoia,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Aran,ingressos hospitalaris,homes,,5
T3/2020,Aran,ingressos hospitalaris,dones,,2
T3/2020,Aran,ingressos hospitalaris,total,,7
T3/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,homes,,1.0
T3/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Aran,ingressos hospitalaris per cada 1.000 habitants,total,,0.7
T3/2020,Bages,ingressos hospitalaris,homes,,49
T3/2020,Bages,ingressos hospitalaris,dones,,43
T3/2020,Bages,ingressos hospitalaris,total,,92
T3/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,dones,,0.5
T3/2020,Bages,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T3/2020,Baix Camp,ingressos hospitalaris,homes,,70
T3/2020,Baix Camp,ingressos hospitalaris,dones,,77
T3/2020,Baix Camp,ingressos hospitalaris,total,,147
T3/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,homes,,0.7
T3/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,dones,,0.8
T3/2020,Baix Camp,ingressos hospitalaris per cada 1.000 habitants,total,,0.8
T3/2020,Baix Ebre,ingressos hospitalaris,homes,,17
T3/2020,Baix Ebre,ingressos hospitalaris,dones,,12
T3/2020,Baix Ebre,ingressos hospitalaris,total,,29
T3/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T3/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Baix Ebre,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Baix Empordà,ingressos hospitalaris,homes,,37
T3/2020,Baix Empordà,ingressos hospitalaris,dones,,19
T3/2020,Baix Empordà,ingressos hospitalaris,total,,56
T3/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.6
T3/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Baix Empordà,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Baix Llobregat,ingressos hospitalaris,homes,,348
T3/2020,Baix Llobregat,ingressos hospitalaris,dones,,294
T3/2020,Baix Llobregat,ingressos hospitalaris,total,,642
T3/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,dones,,0.7
T3/2020,Baix Llobregat,ingressos hospitalaris per cada 1.000 habitants,total,,0.8
T3/2020,Baix Penedès,ingressos hospitalaris,homes,,48
T3/2020,Baix Penedès,ingressos hospitalaris,dones,,15
T3/2020,Baix Penedès,ingressos hospitalaris,total,,63
T3/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.9
T3/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Baix Penedès,ingressos hospitalaris per cada 1.000 habitants,total,,0.6
T3/2020,Barcelonès,ingressos hospitalaris,homes,,1172
T3/2020,Barcelonès,ingressos hospitalaris,dones,,865
T3/2020,Barcelonès,ingressos hospitalaris,total,,2037
T3/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,homes,,1.1
T3/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.7
T3/2020,Barcelonès,ingressos hospitalaris per cada 1.000 habitants,total,,0.9
T3/2020,Berguedà,ingressos hospitalaris,homes,,9
T3/2020,Berguedà,ingressos hospitalaris,dones,,3
T3/2020,Berguedà,ingressos hospitalaris,total,,12
T3/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.5
T3/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.2
T3/2020,Berguedà,ingressos hospitalaris per cada 1.000 habitants,total,,0.3
T3/2020,Cerdanya,ingressos hospitalaris,homes,,22
T3/2020,Cerdanya,ingressos hospitalaris,dones,,9
T3/2020,Cerdanya,ingressos hospitalaris,total,,31
T3/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,homes,,2.3
T3/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,dones,,1.0
T3/2020,Cerdanya,ingressos hospitalaris per cada 1.000 habitants,total,,1.7
T3/2020,Conca de Barberà,ingressos hospitalaris,homes,,4
T3/2020,Conca de Barberà,ingressos hospitalaris,dones,,4
T3/2020,Conca de Barberà,ingressos hospitalaris,total,,8
T3/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T3/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,dones,,0.4
T3/2020,Conca de Barberà,ingressos hospitalaris per cada 1.000 habitants,total,,0.4
T3/2020,Garraf,ingressos hospitalaris,homes,,32
T3/2020,Garraf,ingressos hospitalaris,dones,,39
T3/2020,Garraf,ingressos hospitalaris,total,,71
T3/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,homes,,0.4
T3/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,dones,,0.5
T3/2020,Garraf,ingressos hospitalaris per cada 1.000 habitants,total,,0.5
T3/2020,Garrigues,ingressos hospitalaris,homes,,12
T3/2020,Garrigues,ingressos hospitalaris,dones,,8
T3/2020,Garrigues,ingressos hospitalaris,total,,20
T3/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,homes,,1.2
T3/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,dones,,0.9
T3/2020,Garrigues,ingressos hospitalaris per cada 1.000 habitants,total,,1.1
T3/2020,Garrotxa,ingressos hospitalaris,homes,,23
T3/2020,Garrotxa,ingressos hospitalaris,dones,,10
T3/2020,Garrotxa,ingressos hospitalaris,total,,33
T3/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,homes,,0.8
T3/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,dones,,0.3
T3/2020,Garrotxa,ingressos hospitalaris per cada 1.000 habitants,total,,0.6
T3/2020,Gironès,ingressos hospitalaris,homes,,63
T3/2020,Gironès,ingressos hospitalaris,dones,,55
T3/2020,Gironès,ingressos hospitalaris,total,,118
T3/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,homes,,0.7
T3/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,dones,,0.6
T3/2020,Gironès,ingressos hospitalaris per cada 1.000 habitants,total,,0.6
T3/2020,Maresme,ingressos hospitalaris,homes,,150
T3/2020,Maresme,ingressos hospitalaris,dones,,96
T3/2020,Maresme,ingressos hospitalaris,total,,246
