trimestre,comarques i Aran,concepte,sexe,estat,valor
T2/2020,Bages,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Baix Camp,ingressos a l'UCI,homes,,1
T2/2020,Baix Camp,ingressos a l'UCI,dones,,1
T2/2020,Baix Camp,ingressos a l'UCI,total,,2
T2/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Baix Ebre,ingressos a l'UCI,homes,,0
T2/2020,Baix Ebre,ingressos a l'UCI,dones,,0
T2/2020,Baix Ebre,ingressos a l'UCI,total,,0
T2/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Baix Empordà,ingressos a l'UCI,homes,,7
T2/2020,Baix Empordà,ingressos a l'UCI,dones,,0
T2/2020,Baix Empordà,ingressos a l'UCI,total,,7
T2/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Baix Llobregat,ingressos a l'UCI,homes,,20
T2/2020,Baix Llobregat,ingressos a l'UCI,dones,,18
T2/2020,Baix Llobregat,ingressos a l'UCI,total,,38
T2/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Baix Penedès,ingressos a l'UCI,homes,,2
T2/2020,Baix Penedès,ingressos a l'UCI,dones,,0
T2/2020,Baix Penedès,ingressos a l'UCI,total,,2
T2/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Barcelonès,ingressos a l'UCI,homes,,44
T2/2020,Barcelonès,ingressos a l'UCI,dones,,24
T2/2020,Barcelonès,ingressos a l'UCI,total,,68
T2/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Berguedà,ingressos a l'UCI,homes,,0
T2/2020,Berguedà,ingressos a l'UCI,dones,,0
T2/2020,Berguedà,ingressos a l'UCI,total,,0
T2/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Cerdanya,ingressos a l'UCI,homes,,0
T2/2020,Cerdanya,ingressos a l'UCI,dones,,0
T2/2020,Cerdanya,ingressos a l'UCI,total,,0
T2/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Conca de Barberà,ingressos a l'UCI,homes,,0
T2/2020,Conca de Barberà,ingressos a l'UCI,dones,,0
T2/2020,Conca de Barberà,ingressos a l'UCI,total,,0
T2/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Garraf,ingressos a l'UCI,homes,,2
T2/2020,Garraf,ingressos a l'UCI,dones,,2
T2/2020,Garraf,ingressos a l'UCI,total,,4
T2/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Garrigues,ingressos a l'UCI,homes,,0
T2/2020,Garrigues,ingressos a l'UCI,dones,,0
T2/2020,Garrigues,ingressos a l'UCI,total,,0
T2/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Garrotxa,ingressos a l'UCI,homes,,0
T2/2020,Garrotxa,ingressos a l'UCI,dones,,1
T2/2020,Garrotxa,ingressos a l'UCI,total,,1
T2/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Gironès,ingressos a l'UCI,homes,,3
T2/2020,Gironès,ingressos a l'UCI,dones,,8
T2/2020,Gironès,ingressos a l'UCI,total,,11
T2/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T2/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Maresme,ingressos a l'UCI,homes,,10
T2/2020,Maresme,ingressos a l'UCI,dones,,4
T2/2020,Maresme,ingressos a l'UCI,total,,14
T2/2020,Maresme,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Maresme,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Maresme,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Moianès,ingressos a l'UCI,homes,,0
T2/2020,Moianès,ingressos a l'UCI,dones,,0
T2/2020,Moianès,ingressos a l'UCI,total,,0
T2/2020,Moianès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Moianès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Moianès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Montsià,ingressos a l'UCI,homes,,1
T2/2020,Montsià,ingressos a l'UCI,dones,,0
T2/2020,Montsià,ingressos a l'UCI,total,,1
T2/2020,Montsià,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Montsià,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Montsià,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Noguera,ingressos a l'UCI,homes,,0
T2/2020,Noguera,ingressos a l'UCI,dones,,0
T2/2020,Noguera,ingressos a l'UCI,total,,0
T2/2020,Noguera,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Noguera,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Noguera,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Osona,ingressos a l'UCI,homes,,5
T2/2020,Osona,ingressos a l'UCI,dones,,1
T2/2020,Osona,ingressos a l'UCI,total,,6
T2/2020,Osona,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Osona,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Osona,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Pallars Jussà,ingressos a l'UCI,homes,,0
T2/2020,Pallars Jussà,ingressos a l'UCI,dones,,0
T2/2020,Pallars Jussà,ingressos a l'UCI,total,,0
T2/2020,Pallars Jussà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Pallars Jussà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Pallars Jussà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Pallars Sobirà,ingressos a l'UCI,homes,,0
T2/2020,Pallars Sobirà,ingressos a l'UCI,dones,,0
T2/2020,Pallars Sobirà,ingressos a l'UCI,total,,0
T2/2020,Pallars Sobirà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Pallars Sobirà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Pallars Sobirà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Pla d'Urgell,ingressos a l'UCI,homes,,0
T2/2020,Pla d'Urgell,ingressos a l'UCI,dones,,0
T2/2020,Pla d'Urgell,ingressos a l'UCI,total,,0
T2/2020,Pla d'Urgell,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Pla d'Urgell,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Pla d'Urgell,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Pla de l'Estany,ingressos a l'UCI,homes,,1
T2/2020,Pla de l'Estany,ingressos a l'UCI,dones,,0
T2/2020,Pla de l'Estany,ingressos a l'UCI,total,,1
T2/2020,Pla de l'Estany,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Pla de l'Estany,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Pla de l'Estany,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Priorat,ingressos a l'UCI,homes,,0
T2/2020,Priorat,ingressos a l'UCI,dones,,0
T2/2020,Priorat,ingressos a l'UCI,total,,0
T2/2020,Priorat,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Priorat,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Priorat,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Ribera d'Ebre,ingressos a l'UCI,homes,,0
T2/2020,Ribera d'Ebre,ingressos a l'UCI,dones,,0
T2/2020,Ribera d'Ebre,ingressos a l'UCI,total,,0
T2/2020,Ribera d'Ebre,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Ribera d'Ebre,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Ribera d'Ebre,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Ripollès,ingressos a l'UCI,homes,,2
T2/2020,Ripollès,ingressos a l'UCI,dones,,1
T2/2020,Ripollès,ingressos a l'UCI,total,,3
T2/2020,Ripollès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T2/2020,Ripollès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T2/2020,Ripollès,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Segarra,ingressos a l'UCI,homes,,1
T2/2020,Segarra,ingressos a l'UCI,dones,,4
T2/2020,Segarra,ingressos a l'UCI,total,,5
T2/2020,Segarra,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Segarra,ingressos a l'UCI per cada 1.000 habitants,dones,,0.4
T2/2020,Segarra,ingressos a l'UCI per cada 1.000 habitants,total,,0.2
T2/2020,Segrià,ingressos a l'UCI,homes,,6
T2/2020,Segrià,ingressos a l'UCI,dones,,5
T2/2020,Segrià,ingressos a l'UCI,total,,11
T2/2020,Segrià,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Segrià,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Segrià,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Selva,ingressos a l'UCI,homes,,8
T2/2020,Selva,ingressos a l'UCI,dones,,4
T2/2020,Selva,ingressos a l'UCI,total,,12
T2/2020,Selva,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Selva,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Selva,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Solsonès,ingressos a l'UCI,homes,,0
T2/2020,Solsonès,ingressos a l'UCI,dones,,0
T2/2020,Solsonès,ingressos a l'UCI,total,,0
T2/2020,Solsonès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Solsonès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Solsonès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Tarragonès,ingressos a l'UCI,homes,,2
T2/2020,Tarragonès,ingressos a l'UCI,dones,,0
T2/2020,Tarragonès,ingressos a l'UCI,total,,2
T2/2020,Tarragonès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Tarragonès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Tarragonès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Terra Alta,ingressos a l'UCI,homes,,0
T2/2020,Terra Alta,ingressos a l'UCI,dones,,0
T2/2020,Terra Alta,ingressos a l'UCI,total,,0
T2/2020,Terra Alta,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Terra Alta,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Terra Alta,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Urgell,ingressos a l'UCI,homes,,3
T2/2020,Urgell,ingressos a l'UCI,dones,,0
T2/2020,Urgell,ingressos a l'UCI,total,,3
T2/2020,Urgell,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T2/2020,Urgell,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Urgell,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T2/2020,Vallès Occidental,ingressos a l'UCI,homes,,10
T2/2020,Vallès Occidental,ingressos a l'UCI,dones,,9
T2/2020,Vallès Occidental,ingressos a l'UCI,total,,19
T2/2020,Vallès Occidental,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Vallès Occidental,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Vallès Occidental,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Vallès Oriental,ingressos a l'UCI,homes,,11
T2/2020,Vallès Oriental,ingressos a l'UCI,dones,,6
T2/2020,Vallès Oriental,ingressos a l'UCI,total,,17
T2/2020,Vallès Oriental,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T2/2020,Vallès Oriental,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Vallès Oriental,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T2/2020,Catalunya,ingressos a l'UCI,homes,,149
T2/2020,Catalunya,ingressos a l'UCI,dones,,96
T2/2020,Catalunya,ingressos a l'UCI,total,,258
T2/2020,Catalunya,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T2/2020,Catalunya,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T2/2020,Catalunya,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Alt Camp,ingressos a l'UCI,homes,,0
T3/2020,Alt Camp,ingressos a l'UCI,dones,,0
T3/2020,Alt Camp,ingressos a l'UCI,total,,0
T3/2020,Alt Camp,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T3/2020,Alt Camp,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Alt Camp,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Alt Empordà,ingressos a l'UCI,homes,,33
T3/2020,Alt Empordà,ingressos a l'UCI,dones,,15
T3/2020,Alt Empordà,ingressos a l'UCI,total,,48
T3/2020,Alt Empordà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.5
T3/2020,Alt Empordà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.2
T3/2020,Alt Empordà,ingressos a l'UCI per cada 1.000 habitants,total,,0.3
T3/2020,Alt Penedès,ingressos a l'UCI,homes,,3
T3/2020,Alt Penedès,ingressos a l'UCI,dones,,0
T3/2020,Alt Penedès,ingressos a l'UCI,total,,3
T3/2020,Alt Penedès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Alt Penedès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Alt Penedès,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Alt Urgell,ingressos a l'UCI,homes,,0
T3/2020,Alt Urgell,ingressos a l'UCI,dones,,0
T3/2020,Alt Urgell,ingressos a l'UCI,total,,0
T3/2020,Alt Urgell,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T3/2020,Alt Urgell,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Alt Urgell,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Alta Ribagorça,ingressos a l'UCI,homes,,0
T3/2020,Alta Ribagorça,ingressos a l'UCI,dones,,0
T3/2020,Alta Ribagorça,ingressos a l'UCI,total,,0
T3/2020,Alta Ribagorça,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T3/2020,Alta Ribagorça,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Alta Ribagorça,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Anoia,ingressos a l'UCI,homes,,4
T3/2020,Anoia,ingressos a l'UCI,dones,,2
T3/2020,Anoia,ingressos a l'UCI,total,,6
T3/2020,Anoia,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Anoia,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Anoia,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Aran,ingressos a l'UCI,homes,,1
T3/2020,Aran,ingressos a l'UCI,dones,,0
T3/2020,Aran,ingressos a l'UCI,total,,1
T3/2020,Aran,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T3/2020,Aran,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Aran,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Bages,ingressos a l'UCI,homes,,11
T3/2020,Bages,ingressos a l'UCI,dones,,4
T3/2020,Bages,ingressos a l'UCI,total,,15
T3/2020,Bages,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Bages,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Bages,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Baix Camp,ingressos a l'UCI,homes,,13
T3/2020,Baix Camp,ingressos a l'UCI,dones,,2
T3/2020,Baix Camp,ingressos a l'UCI,total,,15
T3/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Baix Camp,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Baix Ebre,ingressos a l'UCI,homes,,4
T3/2020,Baix Ebre,ingressos a l'UCI,dones,,4
T3/2020,Baix Ebre,ingressos a l'UCI,total,,8
T3/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Baix Ebre,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Baix Empordà,ingressos a l'UCI,homes,,5
T3/2020,Baix Empordà,ingressos a l'UCI,dones,,1
T3/2020,Baix Empordà,ingressos a l'UCI,total,,6
T3/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Baix Empordà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Baix Llobregat,ingressos a l'UCI,homes,,61
T3/2020,Baix Llobregat,ingressos a l'UCI,dones,,33
T3/2020,Baix Llobregat,ingressos a l'UCI,total,,94
T3/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T3/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Baix Llobregat,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Baix Penedès,ingressos a l'UCI,homes,,9
T3/2020,Baix Penedès,ingressos a l'UCI,dones,,1
T3/2020,Baix Penedès,ingressos a l'UCI,total,,10
T3/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T3/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Baix Penedès,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Barcelonès,ingressos a l'UCI,homes,,234
T3/2020,Barcelonès,ingressos a l'UCI,dones,,90
T3/2020,Barcelonès,ingressos a l'UCI,total,,324
T3/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T3/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Barcelonès,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Berguedà,ingressos a l'UCI,homes,,0
T3/2020,Berguedà,ingressos a l'UCI,dones,,0
T3/2020,Berguedà,ingressos a l'UCI,total,,0
T3/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.0
T3/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Berguedà,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Cerdanya,ingressos a l'UCI,homes,,3
T3/2020,Cerdanya,ingressos a l'UCI,dones,,1
T3/2020,Cerdanya,ingressos a l'UCI,total,,4
T3/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,homes,,0.3
T3/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Cerdanya,ingressos a l'UCI per cada 1.000 habitants,total,,0.2
T3/2020,Conca de Barberà,ingressos a l'UCI,homes,,1
T3/2020,Conca de Barberà,ingressos a l'UCI,dones,,0
T3/2020,Conca de Barberà,ingressos a l'UCI,total,,1
T3/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Conca de Barberà,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Garraf,ingressos a l'UCI,homes,,4
T3/2020,Garraf,ingressos a l'UCI,dones,,2
T3/2020,Garraf,ingressos a l'UCI,total,,6
T3/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Garraf,ingressos a l'UCI per cada 1.000 habitants,total,,0.0
T3/2020,Garrigues,ingressos a l'UCI,homes,,3
T3/2020,Garrigues,ingressos a l'UCI,dones,,0
T3/2020,Garrigues,ingressos a l'UCI,total,,3
T3/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,homes,,0.3
T3/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,dones,,0.0
T3/2020,Garrigues,ingressos a l'UCI per cada 1.000 habitants,total,,0.2
T3/2020,Garrotxa,ingressos a l'UCI,homes,,6
T3/2020,Garrotxa,ingressos a l'UCI,dones,,2
T3/2020,Garrotxa,ingressos a l'UCI,total,,8
T3/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,homes,,0.2
T3/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Garrotxa,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Gironès,ingressos a l'UCI,homes,,14
T3/2020,Gironès,ingressos a l'UCI,dones,,6
T3/2020,Gironès,ingressos a l'UCI,total,,20
T3/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,homes,,0.1
T3/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,dones,,0.1
T3/2020,Gironès,ingressos a l'UCI per cada 1.000 habitants,total,,0.1
T3/2020,Maresme,ingressos a l'UCI,homes,,27
T3/2020,Maresme,ingressos a l'UCI,dones,,5
T3/2020,Maresme,ingressos a l'UCI,total,,32
