trimestre,comarques i Aran,concepte,sexe,estat,valor
T1/2020,Baix Penedès,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Barcelonès,defuncions,homes,,892
T1/2020,Barcelonès,defuncions,dones,,778
T1/2020,Barcelonès,defuncions,total,,1670
T1/2020,Barcelonès,defuncions per cada 1.000 habitants,homes,,0.8
T1/2020,Barcelonès,defuncions per cada 1.000 habitants,dones,,0.6
T1/2020,Barcelonès,defuncions per cada 1.000 habitants,total,,0.7
T1/2020,Berguedà,defuncions,homes,,17
T1/2020,Berguedà,defuncions,dones,,8
T1/2020,Berguedà,defuncions,total,,25
T1/2020,Berguedà,defuncions per cada 1.000 habitants,homes,,0.9
T1/2020,Berguedà,defuncions per cada 1.000 habitants,dones,,0.4
T1/2020,Berguedà,defuncions per cada 1.000 habitants,total,,0.6
T1/2020,Cerdanya,defuncions,homes,,0
T1/2020,Cerdanya,defuncions,dones,,0
T1/2020,Cerdanya,defuncions,total,,0
T1/2020,Cerdanya,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Cerdanya,defuncions per cada 1.000 habitants,dones,,0.0
T1/2020,Cerdanya,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Conca de Barberà,defuncions,homes,,2
T1/2020,Conca de Barberà,defuncions,dones,,3
T1/2020,Conca de Barberà,defuncions,total,,5
T1/2020,Conca de Barberà,defuncions per cada 1.000 habitants,homes,,0.2
T1/2020,Conca de Barberà,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Conca de Barberà,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Garraf,defuncions,homes,,14
T1/2020,Garraf,defuncions,dones,,17
T1/2020,Garraf,defuncions,total,,31
T1/2020,Garraf,defuncions per cada 1.000 habitants,homes,,0.2
T1/2020,Garraf,defuncions per cada 1.000 habitants,dones,,0.2
T1/2020,Garraf,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Garrigues,defuncions,homes,,0
T1/2020,Garrigues,defuncions,dones,,2
T1/2020,Garrigues,defuncions,total,,2
T1/2020,Garrigues,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Garrigues,defuncions per cada 1.000 habitants,dones,,0.2
T1/2020,Garrigues,defuncions per cada 1.000 habitants,total,,0.1
T1/2020,Garrotxa,defuncions,homes,,12
T1/2020,Garrotxa,defuncions,dones,,15
T1/2020,Garrotxa,defuncions,total,,27
T1/2020,Garrotxa,defuncions per cada 1.000 habitants,homes,,0.4
T1/2020,Garrotxa,defuncions per cada 1.000 habitants,dones,,0.5
T1/2020,Garrotxa,defuncions per cada 1.000 habitants,total,,0.5
T1/2020,Gironès,defuncions,homes,,24
T1/2020,Gironès,defuncions,dones,,26
T1/2020,Gironès,defuncions,total,,50
T1/2020,Gironès,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Gironès,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Gironès,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Maresme,defuncions,homes,,62
T1/2020,Maresme,defuncions,dones,,55
T1/2020,Maresme,defuncions,total,,117
T1/2020,Maresme,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Maresme,defuncions per cada 1.000 habitants,dones,,0.2
T1/2020,Maresme,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Moianès,defuncions,homes,,3
T1/2020,Moianès,defuncions,dones,,1
T1/2020,Moianès,defuncions,total,,4
T1/2020,Moianès,defuncions per cada 1.000 habitants,homes,,0.4
T1/2020,Moianès,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Moianès,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Montsià,defuncions,homes,,1
T1/2020,Montsià,defuncions,dones,,2
T1/2020,Montsià,defuncions,total,,3
T1/2020,Montsià,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Montsià,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Montsià,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Noguera,defuncions,homes,,5
T1/2020,Noguera,defuncions,dones,,4
T1/2020,Noguera,defuncions,total,,9
T1/2020,Noguera,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Noguera,defuncions per cada 1.000 habitants,dones,,0.2
T1/2020,Noguera,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Osona,defuncions,homes,,50
T1/2020,Osona,defuncions,dones,,40
T1/2020,Osona,defuncions,total,,90
T1/2020,Osona,defuncions per cada 1.000 habitants,homes,,0.6
T1/2020,Osona,defuncions per cada 1.000 habitants,dones,,0.5
T1/2020,Osona,defuncions per cada 1.000 habitants,total,,0.6
T1/2020,Pallars Jussà,defuncions,homes,,1
T1/2020,Pallars Jussà,defuncions,dones,,2
T1/2020,Pallars Jussà,defuncions,total,,3
T1/2020,Pallars Jussà,defuncions per cada 1.000 habitants,homes,,0.2
T1/2020,Pallars Jussà,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Pallars Jussà,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Pallars Sobirà,defuncions,homes,,0
T1/2020,Pallars Sobirà,defuncions,dones,,0
T1/2020,Pallars Sobirà,defuncions,total,,0
T1/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,dones,,0.0
T1/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Pla d'Urgell,defuncions,homes,,2
T1/2020,Pla d'Urgell,defuncions,dones,,6
T1/2020,Pla d'Urgell,defuncions,total,,8
T1/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,homes,,0.1
T1/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Pla de l'Estany,defuncions,homes,,6
T1/2020,Pla de l'Estany,defuncions,dones,,5
T1/2020,Pla de l'Estany,defuncions,total,,11
T1/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,homes,,0.4
T1/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Priorat,defuncions,homes,,0
T1/2020,Priorat,defuncions,dones,,0
T1/2020,Priorat,defuncions,total,,0
T1/2020,Priorat,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Priorat,defuncions per cada 1.000 habitants,dones,,0.0
T1/2020,Priorat,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Ribera d'Ebre,defuncions,homes,,0
T1/2020,Ribera d'Ebre,defuncions,dones,,0
T1/2020,Ribera d'Ebre,defuncions,total,,0
T1/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,dones,,0.0
T1/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Ripollès,defuncions,homes,,4
T1/2020,Ripollès,defuncions,dones,,1
T1/2020,Ripollès,defuncions,total,,5
T1/2020,Ripollès,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Ripollès,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Ripollès,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Segarra,defuncions,homes,,2
T1/2020,Segarra,defuncions,dones,,1
T1/2020,Segarra,defuncions,total,,3
T1/2020,Segarra,defuncions per cada 1.000 habitants,homes,,0.2
T1/2020,Segarra,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Segarra,defuncions per cada 1.000 habitants,total,,0.1
T1/2020,Segrià,defuncions,homes,,18
T1/2020,Segrià,defuncions,dones,,10
T1/2020,Segrià,defuncions,total,,28
T1/2020,Segrià,defuncions per cada 1.000 habitants,homes,,0.2
T1/2020,Segrià,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Segrià,defuncions per cada 1.000 habitants,total,,0.1
T1/2020,Selva,defuncions,homes,,27
T1/2020,Selva,defuncions,dones,,17
T1/2020,Selva,defuncions,total,,44
T1/2020,Selva,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Selva,defuncions per cada 1.000 habitants,dones,,0.2
T1/2020,Selva,defuncions per cada 1.000 habitants,total,,0.3
T1/2020,Solsonès,defuncions,homes,,1
T1/2020,Solsonès,defuncions,dones,,1
T1/2020,Solsonès,defuncions,total,,2
T1/2020,Solsonès,defuncions per cada 1.000 habitants,homes,,0.1
T1/2020,Solsonès,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Solsonès,defuncions per cada 1.000 habitants,total,,0.1
T1/2020,Tarragonès,defuncions,homes,,16
T1/2020,Tarragonès,defuncions,dones,,11
T1/2020,Tarragonès,defuncions,total,,27
T1/2020,Tarragonès,defuncions per cada 1.000 habitants,homes,,0.1
T1/2020,Tarragonès,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Tarragonès,defuncions per cada 1.000 habitants,total,,0.1
T1/2020,Terra Alta,defuncions,homes,,0
T1/2020,Terra Alta,defuncions,dones,,0
T1/2020,Terra Alta,defuncions,total,,0
T1/2020,Terra Alta,defuncions per cada 1.000 habitants,homes,,0.0
T1/2020,Terra Alta,defuncions per cada 1.000 habitants,dones,,0.0
T1/2020,Terra Alta,defuncions per cada 1.000 habitants,total,,0.0
T1/2020,Urgell,defuncions,homes,,6
T1/2020,Urgell,defuncions,dones,,2
T1/2020,Urgell,defuncions,total,,8
T1/2020,Urgell,defuncions per cada 1.000 habitants,homes,,0.3
T1/2020,Urgell,defuncions per cada 1.000 habitants,dones,,0.1
T1/2020,Urgell,defuncions per cada 1.000 habitants,total,,0.2
T1/2020,Vallès Occidental,defuncions,homes,,236
T1/2020,Vallès Occidental,defuncions,dones,,142
T1/2020,Vallès Occidental,defuncions,total,,378
T1/2020,Vallès Occidental,defuncions per cada 1.000 habitants,homes,,0.5
T1/2020,Vallès Occidental,defuncions per cada 1.000 habitants,dones,,0.3
T1/2020,Vallès Occidental,defuncions per cada 1.000 habitants,total,,0.4
T1/2020,Vallès Oriental,defuncions,homes,,116
T1/2020,Vallès Oriental,defuncions,dones,,93
T1/2020,Vallès Oriental,defuncions,total,,209
T1/2020,Vallès Oriental,defuncions per cada 1.000 habitants,homes,,0.6
T1/2020,Vallès Oriental,defuncions per cada 1.000 habitants,dones,,0.4
T1/2020,Vallès Oriental,defuncions per cada 1.000 habitants,total,,0.5
T1/2020,Catalunya,defuncions,homes,,2036
T1/2020,Catalunya,defuncions,dones,,1646
T1/2020,Catalunya,defuncions,total,,3696
T1/2020,Catalunya,defuncions per cada 1.000 habitants,homes,,0.5
T1/2020,Catalunya,defuncions per cada 1.000 habitants,dones,,0.4
T1/2020,Catalunya,defuncions per cada 1.000 habitants,total,,0.5
T2/2020,Alt Camp,defuncions,homes,,7
T2/2020,Alt Camp,defuncions,dones,,14
T2/2020,Alt Camp,defuncions,total,,21
T2/2020,Alt Camp,defuncions per cada 1.000 habitants,homes,,0.3
T2/2020,Alt Camp,defuncions per cada 1.000 habitants,dones,,0.6
T2/2020,Alt Camp,defuncions per cada 1.000 habitants,total,,0.5
T2/2020,Alt Empordà,defuncions,homes,,22
T2/2020,Alt Empordà,defuncions,dones,,10
T2/2020,Alt Empordà,defuncions,total,,32
T2/2020,Alt Empordà,defuncions per cada 1.000 habitants,homes,,0.3
T2/2020,Alt Empordà,defuncions per cada 1.000 habitants,dones,,0.1
T2/2020,Alt Empordà,defuncions per cada 1.000 habitants,total,,0.2
T2/2020,Alt Penedès,defuncions,homes,,69
T2/2020,Alt Penedès,defuncions,dones,,84
T2/2020,Alt Penedès,defuncions,total,,153
T2/2020,Alt Penedès,defuncions per cada 1.000 habitants,homes,,1.3
T2/2020,Alt Penedès,defuncions per cada 1.000 habitants,dones,,1.5
T2/2020,Alt Penedès,defuncions per cada 1.000 habitants,total,,1.4
T2/2020,Alt Urgell,defuncions,homes,,2
T2/2020,Alt Urgell,defuncions,dones,,1
T2/2020,Alt Urgell,defuncions,total,,3
T2/2020,Alt Urgell,defuncions per cada 1.000 habitants,homes,,0.2
T2/2020,Alt Urgell,defuncions per cada 1.000 habitants,dones,,0.1
T2/2020,Alt Urgell,defuncions per cada 1.000 habitants,total,,0.1
T2/2020,Alta Ribagorça,defuncions,homes,,0
T2/2020,Alta Ribagorça,defuncions,dones,,0
T2/2020,Alta Ribagorça,defuncions,total,,0
T2/2020,Alta Ribagorça,defuncions per cada 1.000 habitants,homes,,0.0
T2/2020,Alta Ribagorça,defuncions per cada 1.000 habitants,dones,,0.0
T2/2020,Alta Ribagorça,defuncions per cada 1.000 habitants,total,,0.0
T2/2020,Anoia,defuncions,homes,,129
T2/2020,Anoia,defuncions,dones,,132
T2/2020,Anoia,defuncions,total,,261
T2/2020,Anoia,defuncions per cada 1.000 habitants,homes,,2.1
T2/2020,Anoia,defuncions per cada 1.000 habitants,dones,,2.2
T2/2020,Anoia,defuncions per cada 1.000 habitants,total,,2.1
T2/2020,Aran,defuncions,homes,,1
T2/2020,Aran,defuncions,dones,,2
T2/2020,Aran,defuncions,total,,3
T2/2020,Aran,defuncions per cada 1.000 habitants,homes,,0.2
T2/2020,Aran,defuncions per cada 1.000 habitants,dones,,0.4
T2/2020,Aran,defuncions per cada 1.000 habitants,total,,0.3
T2/2020,Bages,defuncions,homes,,158
T2/2020,Bages,defuncions,dones,,243
T2/2020,Bages,defuncions,total,,401
T2/2020,Bages,defuncions per cada 1.000 habitants,homes,,1.8
T2/2020,Bages,defuncions per cada 1.000 habitants,dones,,2.7
T2/2020,Bages,defuncions per cada 1.000 habitants,total,,2.2
T2/2020,Baix Camp,defuncions,homes,,41
T2/2020,Baix Camp,defuncions,dones,,24
T2/2020,Baix Camp,defuncions,total,,65
T2/2020,Baix Camp,defuncions per cada 1.000 habitants,homes,,0.4
T2/2020,Baix Camp,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Baix Camp,defuncions per cada 1.000 habitants,total,,0.3
T2/2020,Baix Ebre,defuncions,homes,,6
T2/2020,Baix Ebre,defuncions,dones,,13
T2/2020,Baix Ebre,defuncions,total,,19
T2/2020,Baix Ebre,defuncions per cada 1.000 habitants,homes,,0.2
T2/2020,Baix Ebre,defuncions per cada 1.000 habitants,dones,,0.3
T2/2020,Baix Ebre,defuncions per cada 1.000 habitants,total,,0.2
T2/2020,Baix Empordà,defuncions,homes,,40
T2/2020,Baix Empordà,defuncions,dones,,39
T2/2020,Baix Empordà,defuncions,total,,79
T2/2020,Baix Empordà,defuncions per cada 1.000 habitants,homes,,0.6
T2/2020,Baix Empordà,defuncions per cada 1.000 habitants,dones,,0.6
T2/2020,Baix Empordà,defuncions per cada 1.000 habitants,total,,0.6
T2/2020,Baix Llobregat,defuncions,homes,,466
T2/2020,Baix Llobregat,defuncions,dones,,531
T2/2020,Baix Llobregat,defuncions,total,,997
T2/2020,Baix Llobregat,defuncions per cada 1.000 habitants,homes,,1.1
T2/2020,Baix Llobregat,defuncions per cada 1.000 habitants,dones,,1.3
T2/2020,Baix Llobregat,defuncions per cada 1.000 habitants,total,,1.2
T2/2020,Baix Penedès,defuncions,homes,,48
T2/2020,Baix Penedès,defuncions,dones,,23
T2/2020,Baix Penedès,defuncions,total,,71
T2/2020,Baix Penedès,defuncions per cada 1.000 habitants,homes,,0.9
T2/2020,Baix Penedès,defuncions per cada 1.000 habitants,dones,,0.4
T2/2020,Baix Penedès,defuncions per cada 1.000 habitants,total,,0.7
T2/2020,Barcelonès,defuncions,homes,,1600
T2/2020,Barcelonès,defuncions,dones,,1940
T2/2020,Barcelonès,defuncions,total,,3540
T2/2020,Barcelonès,defuncions per cada 1.000 habitants,homes,,1.5
T2/2020,Barcelonès,defuncions per cada 1.000 habitants,dones,,1.6
T2/2020,Barcelonès,defuncions per cada 1.000 habitants,total,,1.5
T2/2020,Berguedà,defuncions,homes,,56
T2/2020,Berguedà,defuncions,dones,,59
T2/2020,Berguedà,defuncions,total,,115
T2/2020,Berguedà,defuncions per cada 1.000 habitants,homes,,2.8
T2/2020,Berguedà,defuncions per cada 1.000 habitants,dones,,3.0
T2/2020,Berguedà,defuncions per cada 1.000 habitants,total,,2.9
T2/2020,Cerdanya,defuncions,homes,,0
T2/2020,Cerdanya,defuncions,dones,,0
T2/2020,Cerdanya,defuncions,total,,0
T2/2020,Cerdanya,defuncions per cada 1.000 habitants,homes,,0.0
T2/2020,Cerdanya,defuncions per cada 1.000 habitants,dones,,0.0
T2/2020,Cerdanya,defuncions per cada 1.000 habitants,total,,0.0
T2/2020,Conca de Barberà,defuncions,homes,,5
T2/2020,Conca de Barberà,defuncions,dones,,6
T2/2020,Conca de Barberà,defuncions,total,,11
T2/2020,Conca de Barberà,defuncions per cada 1.000 habitants,homes,,0.5
T2/2020,Conca de Barberà,defuncions per cada 1.000 habitants,dones,,0.6
T2/2020,Conca de Barberà,defuncions per cada 1.000 habitants,total,,0.6
T2/2020,Garraf,defuncions,homes,,63
T2/2020,Garraf,defuncions,dones,,71
T2/2020,Garraf,defuncions,total,,134
T2/2020,Garraf,defuncions per cada 1.000 habitants,homes,,0.9
T2/2020,Garraf,defuncions per cada 1.000 habitants,dones,,0.9
T2/2020,Garraf,defuncions per cada 1.000 habitants,total,,0.9
T2/2020,Garrigues,defuncions,homes,,2
T2/2020,Garrigues,defuncions,dones,,2
T2/2020,Garrigues,defuncions,total,,4
T2/2020,Garrigues,defuncions per cada 1.000 habitants,homes,,0.2
T2/2020,Garrigues,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Garrigues,defuncions per cada 1.000 habitants,total,,0.2
T2/2020,Garrotxa,defuncions,homes,,26
T2/2020,Garrotxa,defuncions,dones,,44
T2/2020,Garrotxa,defuncions,total,,70
T2/2020,Garrotxa,defuncions per cada 1.000 habitants,homes,,0.9
T2/2020,Garrotxa,defuncions per cada 1.000 habitants,dones,,1.5
T2/2020,Garrotxa,defuncions per cada 1.000 habitants,total,,1.2
T2/2020,Gironès,defuncions,homes,,89
T2/2020,Gironès,defuncions,dones,,95
T2/2020,Gironès,defuncions,total,,184
T2/2020,Gironès,defuncions per cada 1.000 habitants,homes,,0.9
T2/2020,Gironès,defuncions per cada 1.000 habitants,dones,,1.0
T2/2020,Gironès,defuncions per cada 1.000 habitants,total,,1.0
T2/2020,Maresme,defuncions,homes,,181
T2/2020,Maresme,defuncions,dones,,248
T2/2020,Maresme,defuncions,total,,429
T2/2020,Maresme,defuncions per cada 1.000 habitants,homes,,0.8
T2/2020,Maresme,defuncions per cada 1.000 habitants,dones,,1.1
T2/2020,Maresme,defuncions per cada 1.000 habitants,total,,0.9
T2/2020,Moianès,defuncions,homes,,7
T2/2020,Moianès,defuncions,dones,,19
T2/2020,Moianès,defuncions,total,,26
T2/2020,Moianès,defuncions per cada 1.000 habitants,homes,,1.0
T2/2020,Moianès,defuncions per cada 1.000 habitants,dones,,2.8
T2/2020,Moianès,defuncions per cada 1.000 habitants,total,,1.9
T2/2020,Montsià,defuncions,homes,,7
T2/2020,Montsià,defuncions,dones,,6
T2/2020,Montsià,defuncions,total,,13
T2/2020,Montsià,defuncions per cada 1.000 habitants,homes,,0.2
T2/2020,Montsià,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Montsià,defuncions per cada 1.000 habitants,total,,0.2
T2/2020,Noguera,defuncions,homes,,9
T2/2020,Noguera,defuncions,dones,,1
T2/2020,Noguera,defuncions,total,,10
T2/2020,Noguera,defuncions per cada 1.000 habitants,homes,,0.5
T2/2020,Noguera,defuncions per cada 1.000 habitants,dones,,0.1
T2/2020,Noguera,defuncions per cada 1.000 habitants,total,,0.3
T2/2020,Osona,defuncions,homes,,130
T2/2020,Osona,defuncions,dones,,156
T2/2020,Osona,defuncions,total,,286
T2/2020,Osona,defuncions per cada 1.000 habitants,homes,,1.6
T2/2020,Osona,defuncions per cada 1.000 habitants,dones,,1.9
T2/2020,Osona,defuncions per cada 1.000 habitants,total,,1.8
T2/2020,Pallars Jussà,defuncions,homes,,9
T2/2020,Pallars Jussà,defuncions,dones,,5
T2/2020,Pallars Jussà,defuncions,total,,14
T2/2020,Pallars Jussà,defuncions per cada 1.000 habitants,homes,,1.4
T2/2020,Pallars Jussà,defuncions per cada 1.000 habitants,dones,,0.8
T2/2020,Pallars Jussà,defuncions per cada 1.000 habitants,total,,1.1
T2/2020,Pallars Sobirà,defuncions,homes,,0
T2/2020,Pallars Sobirà,defuncions,dones,,0
T2/2020,Pallars Sobirà,defuncions,total,,0
T2/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,homes,,0.0
T2/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,dones,,0.0
T2/2020,Pallars Sobirà,defuncions per cada 1.000 habitants,total,,0.0
T2/2020,Pla d'Urgell,defuncions,homes,,6
T2/2020,Pla d'Urgell,defuncions,dones,,3
T2/2020,Pla d'Urgell,defuncions,total,,9
T2/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,homes,,0.3
T2/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Pla d'Urgell,defuncions per cada 1.000 habitants,total,,0.2
T2/2020,Pla de l'Estany,defuncions,homes,,15
T2/2020,Pla de l'Estany,defuncions,dones,,14
T2/2020,Pla de l'Estany,defuncions,total,,29
T2/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,homes,,0.9
T2/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,dones,,0.9
T2/2020,Pla de l'Estany,defuncions per cada 1.000 habitants,total,,0.9
T2/2020,Priorat,defuncions,homes,,0
T2/2020,Priorat,defuncions,dones,,1
T2/2020,Priorat,defuncions,total,,1
T2/2020,Priorat,defuncions per cada 1.000 habitants,homes,,0.0
T2/2020,Priorat,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Priorat,defuncions per cada 1.000 habitants,total,,0.1
T2/2020,Ribera d'Ebre,defuncions,homes,,0
T2/2020,Ribera d'Ebre,defuncions,dones,,1
T2/2020,Ribera d'Ebre,defuncions,total,,1
T2/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,homes,,0.0
T2/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,dones,,0.1
T2/2020,Ribera d'Ebre,defuncions per cada 1.000 habitants,total,,0.0
T2/2020,Ripollès,defuncions,homes,,7
T2/2020,Ripollès,defuncions,dones,,3
T2/2020,Ripollès,defuncions,total,,10
T2/2020,Ripollès,defuncions per cada 1.000 habitants,homes,,0.6
T2/2020,Ripollès,defuncions per cada 1.000 habitants,dones,,0.2
T2/2020,Ripollès,defuncions per cada 1.000 habitants,total,,0.4
T2/2020,Segarra,defuncions,homes,,6
T2/2020,Segarra,defuncions,dones,,5
T2/2020,Segarra,defuncions,total,,11
T2/2020,Segarra,defuncions per cada 1.000 habitants,homes,,0.5
T2/2020,Segarra,defuncions per cada 1.000 habitants,dones,,0.5
T2/2020,Segarra,defuncions per cada 1.000 habitants,total,,0.5
T2/2020,Segrià,defuncions,homes,,55
T2/2020,Segrià,defuncions,dones,,52
