Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
PL025_F				97	No hi consta	No consta	No answer
PL025_F				01	Variable completada	Variable completada	Variable completed
PL040	Situació professional	Situación profesional	Professional situation				
PL040				1	Ocupador	Empleador	Employer
PL040				2	Empresari sense assalariats o treballador independent	Empresario sin asalariados o trabajador independiente	Sole trader
PL040				3	Assalariat	Asalariado	Employee
PL040				4	Ajuda familiar	Ayuda familiar	Domestic help
PL040_F	Variable que indica si PL040 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL040 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL040 is complete, if it is missing or if it is not applicable in the record in question.				
PL040_F				96	NA (Si PL031 ≠ 1 o 2 o 3 o 4 i PL015 ≠ 1)	NA (si PL031 ≠ 1 o 2 o 3 o 4 y PL015 ≠ 1)	NA (If PL031 ≠ 1 or 2 or 3 or 4 and PL015 ≠ 1)
PL040_F				97	No hi consta	No consta	No answer
PL040_F				01	Variable completada	Variable completada	Variable completed
PL051 	Ocupació de la feina principal actual o de l'última feina principal	Ocupación del empleo principal actual o del último empleo principal	Occupation of current or last main job				
PL051 				01	Oficials de les forces armades	Oficiales de las fuerzas armadas	Armed forces officers
PL051 				02	Suboficials de les forces armades	Suboficiales de las fuerzas armadas	Non-commissioned officers in the armed forces
PL051 				03	Altres membres de les forces armades	Otros miembros de las fuerzas armadas	Other members of the armed forces
PL051 				11	Directors executius, personal directiu de l'administració pública i membres del poder executiu i dels cossos legislatius	Directores ejecutivos, personal directivo de la administración pública y miembros del poder ejecutivo y de los cuerpos legislativos	Executive directors, management personnel of the public administration and members of the executive branch and the legislature
PL051 				12	Directors administratius i comercials	Directores administradores y comerciales	Administrative and commercial directors
PL051 				13	Directors i gerents de producció i operacions	Directores y gerentes de producción y operaciones	Production and operations directors and managers
PL051 				14	Gerents d'hotels, restaurants, comerços i altres serveis	Gerentes de hoteles, restaurantes, comercios y otros servicios	Managers of hotels, restaurants, shops and other services
PL051 				15	Gerents de sistemes de comptabilitat	Gerentes de sistemas de contabilidad	Accounting system managers
PL051 				21	Professionals de les ciències i de l'enginyeria	Profesionales de las ciencias y de la ingeniería	Science and engineering professionals
PL051 				22	Professionals de la salut	Profesionales de la salud	Health professionals
PL051 				23	Professionals de l'ensenyament	Profesionales de la enseñanza	Education professionals
PL051 				24	Especialistes en organització de l'administració pública i empreses	Especialistas en organización de la administración pública y de empresas	Specialists in public administration and business organisation
PL051 				25	Professionals de tecnologia de la informació i les comunicacions	Profesionales de tecnología de la información y las comunicaciones	Information and communication technology professionals
PL051 				26	Professionals en dret, en ciències socials i culturals	Profesionales en derecho, en ciencias sociales y culturales	Professionals in law, social and cultural sciences
PL051 				27	Professionals de HSEQ (SST)	Profesionales de HSEQ (SST)	HSEQ Professionals (HSW)
PL051 				31	Professionals de les ciències i l'enginyeria de nivell mitjà	Profesionales de las ciencias y la ingeniería de nivel medio	Medium-level science and engineering professionals
PL051 				32	Professionals de nivell mitjà de la salut	Profesionales de nivel medio de la salud	Medium-level health professionals
PL051 				33	Professionals de nivell mitjà en operacions financeres i administratives	Profesionales de nivel medio en operaciones financieras y administrativas	Medium-level professionals in financial and administrative operations
PL051 				34	Professionals de nivell mitjà de serveis jurídics, socials, culturals i afins	Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines	Medium-level professionals in legal, social, cultural and related services
PL051 				35	Tècnics de la tecnologia de la informació i les comunicacions	Técnicos de la tecnología de la información y las comunicaciones	Information and communication technology technicians
PL051 				41	Oficinistes	Oficinistas	Office workers
PL051 				42	Empleats en tracte directe amb el públic	Empleados en trato directo con el público	Employees in direct contact with the public
PL051 				43	Empleats comptables i encarregats del registre de materials	Empleados contables y encargados del registro de materiales	Accounting employees and persons responsible for registering materials
PL051 				44	Altre personal de suport administratiu	Otro personal de apoyo administrativo	Other administrative support staff
PL051 				51	Treballadors dels serveis personals	Trabajadores de los servicios personales	Personal service workers
PL051 				52	Venedors	Vendedores	Seller
PL051 				53	Treballadors de les cures personals	Trabajadores de los cuidados personales	Personal care workers
PL051 				54	Personal dels serveis de protecció	Personal de los servicios de protección	Protection services staff
PL051 				61	Agricultors i treballadors qualificats d'explotacions agropecuàries amb destinació al mercat	Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado	Farmers and skilled workers on farms producing for the market
PL051 				62	Treballadors forestals qualificats, pescadors i caçadors	Trabajadores forestales calificados, pescadores y cazadores	Skilled forestry workers, fishermen and hunters
PL051 				63	Treballadors agropecuaris, pescadors, caçadors i recol·lectors de subsistència	Trabajadores agropecuarios, pescadores, cazadores y recolectores de subsistencia	Farmworkers, fishermen, hunters and subsistence gatherers
PL051 				64	Treballadors de suports i assessors rurals	Trabajadores de apoyos y asesores rurales	Support workers and rural advisers
PL051 				71	Oficials i operaris de la construcció excloent-ne electricistes	Oficiales y operarios de la construcción excluyendo electricistas	Construction skilled workers and operators excluding electricians
PL051 				72	Oficials i operaris de la metal·lúrgia, la construcció mecànica i afins	Oficiales y operarios de la metalurgia, la construcción mecánica y afines	Skilled workers and operators in metallurgy, mechanical construction and the like
PL051 				73	Artesans i operaris de les arts gràfiques	Artesanos y operarios de las artes gráficas	Graphic arts craftspeople and operators
PL051 				74	Treballadors especialitzats en electricitat i electrotecnologia	Trabajadores especializados en electricidad y la electrotecnología	Workers specialised in electricity and electrotechnology
PL051 				75	Operaris i oficials de processament d'aliments, de la confecció, ebenistes, altres artesans i afins	Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines	Skilled workers and operators in food processing, clothing industry, cabinetmakers, other craftspeople and the like
PL051 				81	Operadors d'instal·lacions fixes i màquines	Operadores de instalaciones fijas y máquinas	Operators of fixed installations and machines
PL051 				82	Assembladors	Ensambladores	Assemblers
PL051 				83	Conductors de vehicles i operadors d'equips pesats mòbils	Conductores de vehículos y operadores de equipos pesados móviles	Drivers of vehicles and operators of mobile heavy equipment
PL051 				91	Netejadors i assistents	Limpiadores y asistentes	Cleaners and assistants
PL051 				92	Peons agropecuaris, pesquers i forestals	Peones agropecuarios, pesqueros y forestales	Agricultural, fishing and forestry workers
PL051 				93	Peons de la mineria, la construcció, la indústria manufacturera i el transport	Peones de la minería, la construcción, la industria manufacturera y el transporte	Labourers in mining, construction, manufacturing and transport
PL051 				94	Ajudants de preparació d'aliments	Ayudantes de preparación de alimentos	Food preparation assistants
PL051 				95	Venedors ambulants de serveis i afins	Vendedores ambulantes de servicios y afines	Hawkers of services and the like
PL051 				96	Recol·lectors de deixalles i altres ocupacions elementals	Recolectores de desechos y otras ocupaciones elementales	Rubbish collectors and other basic occupations
PL051 				97	Feines d'ascensors	Trabajos de ascensores	Lift jobs
PL051 				98	Treballs culinaris o professional d'art culinari	Trabajos culinarios o profesional de arte culinario	Culinary work or culinary art professional
PL051_F	Variable que indica si PL051 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL051 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL051 is complete, if it is missing or if it is not applicable in the record in question.				
PL051_F				96	NA (Si PL031 ≠ 1 o 2 o 3 o 4 i PL015 ≠ 1)	NA (si PL031 ≠ 1 o 2 o 3 o 4 y PL015 ≠ 1)	NA (If PL031 ≠ 1 or 2 or 3 or 4 and PL015 ≠ 1)
PL051_F				97	No hi consta	No consta	No answer
PL051_F				01	Variable completada	Variable completada	Variable completed
PL060	Nombre d'hores treballades normalment per setmana a la feina principal	Número de horas trabajadas normalmente por semana en el trabajo principal	Number of hours worked normally per week in his/her main job				
PL060_F 				90	El nombre d'hores varia (fins i tot no és possible calcular una mitjana per a 4 setmanes)	El número de horas varía (incluso no es posible calcular una media para 4 semanas)	The number of hours varies (it is not even possible to calculate an average for 4 weeks)
PL060_F 				96	NA (si PL031 ≠ 1 o 2 o 3 o 4)	NA (si PL031 ≠ 1 o 2 o 3 o 4)	NA (if PL031 ≠ 1 or 2 or 3 or 4)
PL060_F 				97	No hi consta	No consta	No answer
PL060_F 				01	Variable completada	Variable completada	Variable completed
PL073	Nombre de mesos en què va treballar com a assalariat a temps complet durant el període de referència de la renda	Número de meses en que trabajó como asalariado a tiempo completo durante el período de referencia de la renta	Number of months in which he/she worked as a full-time employee during the income reference period				
PL073_F	Variable que indica si PL073 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL073 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL073 is complete, if it is missing or if it is not applicable in the record in question.				
PL073_F				97	No hi consta	No consta	No answer
PL073_F				01	Variable completada	Variable completada	Variable completed
PL074	Nombre de mesos en què va treballar com a assalariat a temps parcial durant el període de referència de la renda	Número de meses en que trabajó como asalariado a tiempo parcial durante el período de referencia de la renta	Number of months in which he/she worked as a part-time employee during the income reference period				
PL074_F	Variable que indica si PL074 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL074 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL074 is complete, if it is missing or if it is not applicable in the record in question.				
PL074_F				97	No hi consta	No consta	No answer
PL074_F				01	Variable completada	Variable completada	Variable completed
PL075	Nombre de mesos que va treballar per compte propi a temps complet durant el període de referència de la renda	Número de meses en que trabajó por cuenta propia a tiempo completo durante el período de referencia de la renta	Number of months in which he/she was full-time self-employed during the income reference period				
PL075_F	Variable que indica si PL075 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL075 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL075 is complete, if it is missing or if it is not applicable in the record in question.				
PL075_F				97	No hi consta	No consta	No answer
PL075_F				01	Variable completada	Variable completada	Variable completed
PL076	Nombre de mesos que va treballar per compte propi a temps parcial durant el període de referència de la renda	Número de meses en que trabajó por cuenta propia a tiempo parcial durante el período de referencia de la renta	Number of months in which he/she was part-time self-employed during the income reference period				
PL076_F	Variable que indica si PL076 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL076 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL076 is complete, if it is missing or if it is not applicable in the record in question.				
PL076_F				97	No hi consta	No consta	No answer
PL076_F				01	Variable completada	Variable completada	Variable completed
PL080	Nombre de mesos en situació de desocupació durant el període de referència de la renda	Número de meses en situación de desempleo durante el período de referencia de la renta	Number of months unemployed during the income reference period				
PL080_F	Variable que indica si PL080 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL080 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL080 is complete, if it is missing or if it is not applicable in the record in question.				
PL080_F				97	No hi consta	No consta	No answer
PL080_F				01	Variable completada	Variable completada	Variable completed
PL085	Nombre de mesos jubilat durant el període de referència de la renda	Número de meses jubilado durante el período de referencia de la renta	Number of months retired during the income reference period				
PL085_F	Variable que indica si PL085 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL085 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL085 is complete, if it is missing or if it is not applicable in the record in question.				
PL085_F							
PL085_F				97	No hi consta	No consta	No answer
PL085_F				01	Variable completada	Variable completada	Variable completed
PL086	Nombre de mesos com a incapacitat permanent per treballar durant el període de referència de la renda	Número de meses como incapacitado permanente para trabajar durante el período de referencia de la renta	Number of months with permanent incapacity to work during the income reference period				
PL086_F	Variable que indica si PL086 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL086 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL086 is complete, if it is missing or if it is not applicable in the record in question.				
PL086_F				97	No hi consta	No consta	No answer
PL086_F				01	Variable completada	Variable completada	Variable completed
PL087	Nombre de mesos en què ha estudiat durant el període de referència de la renda	Número de meses en los que ha estudiado durante el período de referencia de la renta	Number of months he/she studied during the income reference period				
PL087_F	Variable que indica si PL087 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL087 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL087 is complete, if it is missing or if it is not applicable in the record in question.				
PL087_F				97	No hi consta	No consta	No answer
PL087_F				01	Variable completada	Variable completada	Variable completed
PL089	Nombre de mesos dedicat a les feines de la llar, cura de nens, etc. durant el període de referència de la renda	Número de meses dedicado a las labores del hogar, cuidado de niños, etc. durante el período de referencia de la renta	Number of months spent as a homemaker, taking care of children, etc. during the income reference period				
PL089_F	Variable que indica si PL089 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL089 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL089 is complete, if it is missing or if it is not applicable in the record in question.				
PL089_F				97	No hi consta	No consta	No answer
PL089_F				01	Variable completada	Variable completada	Variable completed
PL090	Nombre de mesos en una altra classe d'inactivitat econòmica durant el període de referència de la renda	Número de meses en otra clase de inactividad económica durante el período de referencia de la renta	Number of months in another class of economic inactivity during the income reference period				
PL090_F	Variable que indica si PL090 està completa, si falta o si no és aplicable al registre en qüestió	Variable que indica si PL090 está completa, si falta o si no es aplicable en el registro en cuestión.	Variable that indicates if PL090 is complete, if it is missing or if it is not applicable in the record in question.				
PL090_F				97	No hi consta	No consta	No answer
PL090_F				01	Variable completada	Variable completada	Variable completed
PL100	Nombre total d'hores treballades normalment al segon lloc de treball, tercer, etc.	Número total de horas normalmente trabajadas en el segundo puesto de trabajo, tercero, etc.	Total number of hours normally worked in the second, third job, etc.				
